reaction_id,reaction_equation,duplicate_test_exact,duplicate_test_directions,duplicate_test_coefficients,duplicate_test_redox,diphosphate_test
12PPDRtex,12ppd__R_e <=> 12ppd__R_p,ok,ok,ok,ok,ok
12PPDRtpp,12ppd__R_p <=> 12ppd__R_c,ok,ok,ok,ok,ok
12PPDStex,12ppd__S_e <=> 12ppd__S_p,ok,ok,ok,ok,ok
13PPDH2,3hppnl_c + h_c + nadph_c <=> 13ppd_c + nadp_c,ok,ok,ok,ok,ok
14GLUCANabcpp,14glucan_p + atp_c + h2o_c --> 14glucan_c + adp_c + h_c + pi_c,ok,ok,ok,ok,ok
14GLUCANtexi,14glucan_e --> 14glucan_p,ok,ok,ok,ok,ok
23CAMPtex,23camp_e <=> 23camp_p,ok,ok,ok,ok,ok
23CCMPtex,23ccmp_e <=> 23ccmp_p,ok,ok,ok,ok,ok
23CGMPtex,23cgmp_e <=> 23cgmp_p,ok,ok,ok,ok,ok
23CUMPtex,23cump_e <=> 23cump_p,ok,ok,ok,ok,ok
23PDE2pp,23cump_p + h2o_p --> 3ump_p + h_p,ok,ok,ok,ok,ok
23PDE4pp,23ccmp_p + h2o_p --> 3cmp_p + h_p,ok,ok,ok,ok,ok
23PDE7pp,23camp_p + h2o_p --> 3amp_p + h_p,ok,ok,ok,ok,ok
23PDE9pp,23cgmp_p + h2o_p --> 3gmp_p + h_p,ok,ok,ok,ok,ok
24DECOAR,dec4_2_coa_c + h_c + nadph_c --> dc2coa_c + nadp_c,ok,ok,ok,ok,ok
25DKGLCNt2rpp,25dkglcn_p + h_p --> 25dkglcn_c + h_c,ok,ok,ok,ok,ok
25DKGLCNtex,25dkglcn_e <=> 25dkglcn_p,ok,ok,ok,ok,ok
26DAHtex,26dap__M_e <=> 26dap__M_p,ok,ok,ok,ok,ok
2AGPA160tipp,2hdecg3p_p --> 2hdecg3p_c,ok,ok,ok,ok,ok
2AGPA161tipp,2hdec9eg3p_p --> 2hdec9eg3p_c,ok,ok,ok,ok,ok
2AGPA181tipp,2odec11eg3p_p --> 2odec11eg3p_c,ok,ok,ok,ok,ok
2AGPE120tipp,2agpe120_p --> 2agpe120_c,ok,ok,ok,ok,ok
2AGPE140tipp,2agpe140_p --> 2agpe140_c,ok,ok,ok,ok,ok
2AGPE141tipp,2agpe141_p --> 2agpe141_c,ok,ok,ok,ok,ok
2AGPE160tipp,2agpe160_p --> 2agpe160_c,ok,ok,ok,ok,ok
2AGPE161tipp,2agpe161_p --> 2agpe161_c,ok,ok,ok,ok,ok
2AGPE180tipp,2agpe180_p --> 2agpe180_c,ok,ok,ok,ok,ok
2AGPE181tipp,2agpe181_p --> 2agpe181_c,ok,ok,ok,ok,ok
2AGPEAT120,2agpe120_c + atp_c + ddca_c --> amp_c + pe120_c + ppi_c,ok,ok,ok,ok,ok
2AGPEAT140,2agpe140_c + atp_c + ttdca_c --> amp_c + pe140_c + ppi_c,ok,ok,ok,ok,ok
2AGPEAT141,2agpe141_c + atp_c + ttdcea_c --> amp_c + pe141_c + ppi_c,ok,ok,ok,ok,ok
2AGPEAT160,2agpe160_c + atp_c + hdca_c --> amp_c + pe160_c + ppi_c,ok,ok,ok,ok,ok
2AGPEAT161,2agpe161_c + atp_c + hdcea_c --> amp_c + pe161_c + ppi_c,ok,ok,ok,ok,ok
2AGPEAT180,2agpe180_c + atp_c + ocdca_c --> amp_c + pe180_c + ppi_c,ok,ok,ok,ok,ok
2AGPEAT181,2agpe181_c + atp_c + ocdcea_c --> amp_c + pe181_c + ppi_c,ok,ok,ok,ok,ok
2AGPG120tipp,2agpg120_p --> 2agpg120_c,ok,ok,ok,ok,ok
2AGPG140tipp,2agpg140_p --> 2agpg140_c,ok,ok,ok,ok,ok
2AGPG141tipp,2agpg141_p --> 2agpg141_c,ok,ok,ok,ok,ok
2AGPG160tipp,2agpg160_p --> 2agpg160_c,ok,ok,ok,ok,ok
2AGPG161tipp,2agpg161_p --> 2agpg161_c,ok,ok,ok,ok,ok
2AGPG180tipp,2agpg180_p --> 2agpg180_c,ok,ok,ok,ok,ok
2AGPG181tipp,2agpg181_p --> 2agpg181_c,ok,ok,ok,ok,ok
2AGPGAT120,2agpg120_c + atp_c + ddca_c --> amp_c + pg120_c + ppi_c,ok,ok,ok,ok,ok
2AGPGAT140,2agpg140_c + atp_c + ttdca_c --> amp_c + pg140_c + ppi_c,ok,ok,ok,ok,ok
2AGPGAT141,2agpg141_c + atp_c + ttdcea_c --> amp_c + pg141_c + ppi_c,ok,ok,ok,ok,ok
2AGPGAT160,2agpg160_c + atp_c + hdca_c --> amp_c + pg160_c + ppi_c,ok,ok,ok,ok,ok
2AGPGAT161,2agpg161_c + atp_c + hdcea_c --> amp_c + pg161_c + ppi_c,ok,ok,ok,ok,ok
2AGPGAT180,2agpg180_c + atp_c + ocdca_c --> amp_c + pg180_c + ppi_c,ok,ok,ok,ok,ok
2AGPGAT181,2agpg181_c + atp_c + ocdcea_c --> amp_c + pg181_c + ppi_c,ok,ok,ok,ok,ok
2DDARAA,2ddara_c <=> gcald_c + pyr_c,ok,ok,ok,ok,ok
2DGLCNRx,2dhglcn_c + h_c + nadh_c --> glcn_c + nad_c,ok,ok,ok,2DGLCNRy,ok
2DGLCNRy,2dhglcn_c + h_c + nadph_c --> glcn_c + nadp_c,ok,ok,ok,2DGLCNRx,ok
2DGULRGx,2dhguln_c + h_c + nadh_c --> glcn_c + nad_c,ok,ok,ok,2DGULRGy,ok
2DGULRGy,2dhguln_c + h_c + nadph_c --> glcn_c + nadp_c,ok,ok,ok,2DGULRGx,ok
2DGULRx,2dhguln_c + h_c + nadh_c --> idon__L_c + nad_c,ok,ok,ok,2DGULRy,ok
2DGULRy,2dhguln_c + h_c + nadph_c --> idon__L_c + nadp_c,ok,ok,ok,2DGULRx,ok
2DHGLCNkt_tpp,2dhglcn_p + h_p --> 2dhglcn_c + h_c,ok,ok,ok,ok,ok
2DHGLCNtex,2dhglcn_e <=> 2dhglcn_p,ok,ok,ok,ok,ok
2HH24DDH,2hh24dd_c + h2o_c --> 4h2kpi_c,ok,ok,ok,ok,ok
2HH24DDH1,2hh24dd_c + h2o_c --> 24dhhed_c,ok,ok,ok,ok,ok
2HXMPt6,2hxmp_e + h_e <=> 2hxmp_c + h_c,ok,ok,ok,ok,ok
2INSD,2ins_c --> dkdi_c + h2o_c,ok,ok,ok,ok,ok
2MAHMP,2mahmp_c + h2o_c --> 4ampm_c + h_c + pi_c,ok,ok,ok,ok,ok
2PGLYCt6,2pglyc_e + h_e <=> 2pglyc_c + h_c,ok,ok,ok,ok,ok
2PGt6pp,2pg_p + pi_c --> 2pg_c + pi_p,ok,ok,ok,ok,ok
2PGtex,2pg_e <=> 2pg_p,ok,ok,ok,ok,ok
34DHPACDO,34dhpacet_c + o2_c --> 5cmhmsa_c + h_c,ok,ok,ok,ok,ok
34dhpactex,34dhpac_e <=> 34dhpac_p,ok,ok,ok,ok,ok
3AMACHYD,3amac_c + h2o_c + h_c --> msa_c + nh4_c,ok,ok,ok,ok,ok
3AMPtex,3amp_e <=> 3amp_p,ok,ok,ok,ok,ok
3CMPtex,3cmp_e <=> 3cmp_p,ok,ok,ok,ok,ok
3GMPtex,3gmp_e <=> 3gmp_p,ok,ok,ok,ok,ok
3HAACOAT140,3hmrsACP_c + coa_c <=> ACP_c + R_3hmrscoa_c,ok,ok,ok,ok,ok
3HACPH,r3hbACP_c <=> but2eACP_c + h2o_c,ok,ok,ok,ok,ok
3HAD140,3hmrsACP_c --> h2o_c + tmrs2eACP_c,ok,ok,ok,ok,ok
3HAD40,3haACP_c --> but2eACP_c + h2o_c,ok,ok,ok,ok,ok
3HCINNMH,3hcinnm_c + h_c + nadh_c + o2_c --> dhcinnm_c + h2o_c + nad_c,ok,ok,ok,ok,ok
3HOXPACt2pp,3hoxpac_p + h_p --> 3hoxpac_c + h_c,ok,ok,ok,ok,ok
3HOXTPP,nadp_c + r3hbACP_c <=> actACP_c + h_c + nadph_c,ok,ok,ok,ok,ok
3HPAOX,3hoxpac_c + h_c + nadh_c + o2_c --> 34dhpha_c + h2o_c + nad_c,ok,ok,ok,ok,ok
3HPPPNH,3hpppn_c + h_c + nadh_c + o2_c --> dhpppn_c + h2o_c + nad_c,ok,ok,ok,ok,ok
3MBtex,3mb_e <=> 3mb_p,ok,ok,ok,ok,ok
3NTD2pp,3ump_p + h2o_p --> pi_p + uri_p,ok,ok,ok,ok,ok
3NTD4pp,3cmp_p + h2o_p --> cytd_p + pi_p,ok,ok,ok,ok,ok
3NTD7pp,3amp_p + h2o_p --> adn_p + pi_p,ok,ok,ok,ok,ok
3NTD9pp,3gmp_p + h2o_p --> gsn_p + pi_p,ok,ok,ok,ok,ok
3OADPCOAT,3oxoadp_c + succoa_c --> oxadpcoa_c + succ_c,ok,ok,ok,ok,ok
3OAR40,actACP_c + h_c + nadph_c <=> 3haACP_c + nadp_c,ok,ok,ok,ok,ok
3OXCOAT,coa_c + oxadpcoa_c --> accoa_c + succoa_c,ok,ok,ok,ok,ok
3PEPTabcpp,LalaDgluMdap_p + atp_c + h2o_c --> LalaDgluMdap_c + adp_c + h_c + pi_c,ok,ok,ok,ok,ok
3PEPTtex,LalaDgluMdap_e <=> LalaDgluMdap_p,ok,ok,ok,ok,ok
3UMPtex,3ump_e <=> 3ump_p,ok,ok,ok,ok,ok
3hoxpactex,3hoxpac_e <=> 3hoxpac_p,ok,ok,ok,ok,ok
42A12BOOXpp,dopa_p + h2o_p + o2_p --> 34dhpac_p + h2o2_p + nh4_p,ok,ok,ok,ok,ok
4ABUTD,4abutn_c + h2o_c + nadp_c <=> 4abut_c + 2.0 h_c + nadph_c,ok,ok,ok,ABUTD,ok
4ABUTabcpp,4abut_p + atp_c + h2o_c --> 4abut_c + adp_c + h_c + pi_c,ok,ok,ok,ok,ok
4ABZGLUH,4abzglu_c + h2o_c <=> 4abz_c + glu__L_c,ok,ok,ok,ok,ok
4ABZGLUtex,4abzglu_e <=> 4abzglu_p,ok,ok,ok,ok,ok
4ABZGLUtr,4abzglu_p + h_p --> 4abzglu_c + h_c,ok,ok,ok,ok,ok
4H2KPILY,4h2kpi_c --> pyr_c + sucsal_c,ok,ok,ok,ok,ok
4HBALDtex,4hbald_e <=> 4hbald_p,ok,ok,ok,ok,ok
4HBZt3pp,4hbz_c + h_p --> 4hbz_p + h_c,ok,ok,UHBZ1t_pp,ok,ok
4HBZtex,4hbz_e <=> 4hbz_p,ok,ok,ok,ok,ok
4HOXPACDtex,4hoxpacd_e <=> 4hoxpacd_p,ok,ok,ok,ok,ok
4HOXPACMOF,4hphac_c + fadh2_c + o2_c --> 34dhpha_c + fad_c + h2o_c,ok,ok,ok,HPA3MO,ok
4HOXPACMOF_1,4hoxpac_c + fadh2_c + o2_c --> 34dhpacet_c + fad_c + h2o_c,ok,ok,ok,4HOXPACMON,ok
4HOXPACMON,4hoxpac_c + h_c + nadh_c + o2_c --> 34dhpacet_c + h2o_c + nad_c,ok,ok,ok,4HOXPACMOF_1,ok
4HOXPACt2pp,4hphac_p + h_p --> 4hphac_c + h_c,ok,ok,ok,ok,ok
4HOXPACt2pp_1,4hoxpac_p + h_p --> 4hoxpac_c + h_c,ok,ok,ok,ok,ok
4HTHRA,4hthr_c <=> gcald_c + gly_c,ok,ok,ok,ok,ok
4HTHRK,4hthr_c + atp_c --> adp_c + h_c + phthr_c,ok,ok,ok,ok,ok
4HTHRS,h2o_c + phthr_c --> 4hthr_c + pi_c,ok,ok,ok,ok,ok
4HTHRtex,4hthr_e <=> 4hthr_p,ok,ok,ok,ok,ok
4HTHRtrpp,4hthr_p + h_p --> 4hthr_c + h_c,ok,ok,ok,ok,ok
4IZ5PPH,4izp_c + h2o_c --> nflgln_c,ok,ok,ok,ok,ok
4PCP,LalaDgluMdapDala_c + h2o_c --> LalaDgluMdap_c + ala__D_c,ok,ok,ok,ok,ok
4PCPpp,LalaDgluMdapDala_p + h2o_p --> LalaDgluMdap_p + ala__D_p,ok,ok,ok,ok,ok
4PEPTabcpp,LalaDgluMdapDala_p + atp_c + h2o_c --> LalaDgluMdapDala_c + adp_c + h_c + pi_c,ok,ok,ok,ok,ok
4PEPTtex,LalaDgluMdapDala_e <=> LalaDgluMdapDala_p,ok,ok,ok,ok,ok
4hoxpactex,4hoxpac_e <=> 4hoxpac_p,ok,ok,ok,ok,ok
5DGLCNR,5dglcn_c + h_c + nadph_c --> glcn_c + nadp_c,ok,ok,ok,5DKGR,ok
5DGLCNt2rpp,5dglcn_p + h_p --> 5dglcn_c + h_c,ok,ok,ok,ok,ok
5DGLCNtex,5dglcn_e <=> 5dglcn_p,ok,ok,ok,ok,ok
5DKGR,glcn_c + nad_c <=> 5dglcn_c + h_c + nadh_c,ok,ok,ok,5DGLCNR,ok
5DOAN,dad_5_c + h2o_c --> 5drib_c + ade_c,ok,ok,ok,ok,ok
6APAt1,6apa_e <=> 6apa_p,ok,ok,ok,ok,ok
6PGALSZ_1,h2o_c + lac6p_c <=> dgal6p_c + glc_D_B_c,ok,ok,ok,ok,ok
6PHBG_2,cellb6p_c + h2o_c --> g6p_c + glc__D_c + 2.0 h_c,ok,ok,ok,ok,ok
A5PISO,ru5p__D_c <=> ara5p_c,ok,ok,ok,ok,ok
AAAN,acald_c + accoa_c + h_c + nadh_c <=> actn__S_c + coa_c + nad_c,ok,ok,ok,ok,ok
AABTN,4aabutn_c + h2o_c --> 4abut_c + ac_c,ok,ok,ok,ok,ok
AACPS1,ACP_c + atp_c + ttdca_c --> amp_c + myrsACP_c + ppi_c,ok,ok,ok,ok,ok
AACPS3,ACP_c + atp_c + hdca_c --> amp_c + palmACP_c + ppi_c,ok,ok,ok,ok,ok
AACPS5,ACP_c + atp_c + ocdcea_c --> amp_c + octeACP_c + ppi_c,ok,ok,ok,ok,ok
AACPS8,ACP_c + atp_c + dca_c --> amp_c + dcaACP_c + ppi_c,ok,ok,ok,ok,ok
AACTOOR,aact_c + h2o_c + o2_c --> h2o2_c + mthgxl_c + nh4_c,ok,ok,ok,ok,ok
AAMYL,14glucan_c --> malthx_c,ok,ok,ok,ok,ok
AAMYLpp,14glucan_p --> malthx_p,ok,ok,ok,ok,ok
AB6PGH,arbt6p_c + h2o_c --> g6p_c + hqn_c,ok,ok,ok,ok,ok
ABTA,4abut_c + akg_c --> glu__L_c + sucsal_c,ok,ok,ok,ok,ok
ABUTD,4abutn_c + h2o_c + nad_c --> 4abut_c + 2.0 h_c + nadh_c,ok,ok,ok,4ABUTD,ok
ABUTtex,4abut_e <=> 4abut_p,ok,ok,ok,ok,ok
ACACT10,3oddcoa_c + coa_c --> accoa_c + dcacoa_c,ok,ACACT5r,ACACT5r,ok,ok
ACACT11,3ohcoa_c + coa_c --> accoa_c + btcoa_c,ok,ACACT2r,ACACT2r,ok,ok
ACACT12,3ohdcoa_c + coa_c --> accoa_c + tdcoa_c,ok,ACACT7r,ACACT7r,ok,ok
ACACT13,3odcoa_c + coa_c --> accoa_c + occoa_c,ok,ACACT4r,ACACT4r,ok,ok
ACACT1r,2.0 accoa_c <=> aacoa_c + coa_c,ok,KAT1,KAT1,ok,ok
ACACT2r,accoa_c + btcoa_c <=> 3ohcoa_c + coa_c,ok,ACACT11,ACACT11,ok,ok
ACACT3r,accoa_c + hxcoa_c <=> 3oocoa_c + coa_c,ok,ACACT8,ACACT8,ok,ok
ACACT4r,accoa_c + occoa_c <=> 3odcoa_c + coa_c,ok,ACACT13,ACACT13,ok,ok
ACACT5r,accoa_c + dcacoa_c <=> 3oddcoa_c + coa_c,ok,ACACT10,ACACT10,ok,ok
ACACT6r,accoa_c + ddcacoa_c <=> 3otdcoa_c + coa_c,ok,ACACT9,ACACT9,ok,ok
ACACT7r,accoa_c + tdcoa_c <=> 3ohdcoa_c + coa_c,ok,ACACT12,ACACT12,ok,ok
ACACT8,3oocoa_c + coa_c --> accoa_c + hxcoa_c,ok,ACACT3r,ACACT3r,ok,ok
ACACT8r,3ohodcoa_c + coa_c <=> accoa_c + pmtcoa_c,ok,ok,ok,ok,ok
ACACT9,3otdcoa_c + coa_c --> accoa_c + ddcacoa_c,ok,ACACT6r,ACACT6r,ok,ok
ACALD,acald_c + coa_c + nad_c <=> accoa_c + h_c + nadh_c,ok,ok,ok,ok,ok
ACALDt,acald_e <=> acald_c,ok,ok,ok,ok,ok
ACALDtex,acald_e <=> acald_p,ok,ok,ok,ok,ok
ACALDtpp,acald_p <=> acald_c,ok,ok,ok,ok,ok
ACCOAC,accoa_c + atp_c + hco3_c --> adp_c + h_c + malcoa_c + pi_c,ok,ok,ok,ok,ok
ACCOAL,atp_c + coa_c + ppa_c --> adp_c + pi_c + ppcoa_c,ok,ok,ok,ok,ok
ACGAL1Ptex,acgal1p_e <=> acgal1p_p,ok,ok,ok,ok,ok
ACGAM1Ptex,acgam1p_e <=> acgam1p_p,ok,ok,ok,ok,ok
ACGAMK,acgam_c + atp_c --> acgam6p_c + adp_c + h_c,ok,ok,ok,ok,ok
ACGApts,acgam_e + pep_c --> acgam6p_c + pyr_c,ok,ok,ok,ok,ok
ACGAptspp,acgam_p + pep_c --> acgam6p_c + pyr_c,ok,ok,ok,ok,ok
ACGAtex,acgam_e <=> acgam_p,ok,ok,ok,ok,ok
ACGK,acglu_c + atp_c --> acg5p_c + adp_c,ok,ok,ok,ok,ok
ACGS,accoa_c + glu__L_c --> acglu_c + coa_c + h_c,ok,ok,ok,ok,ok
ACHBS,2obut_c + h_c + pyr_c --> 2ahbut_c + co2_c,ok,ok,ok,ok,ok
ACKr,ac_c + atp_c <=> actp_c + adp_c,ok,ok,ok,ok,ok
ACLDC,alac__S_c + h_c --> actn__R_c + co2_c,ok,ok,ok,ok,ok
ACLS,h_c + 2.0 pyr_c --> alac__S_c + co2_c,ok,ok,ok,ok,ok
ACLS_b,alac__S_c + thmpp_c <=> hethmpp_c + pyr_c,ok,ok,ok,ok,ok
ACLSb,2ahethmpp_c + pyr_c --> alac__S_c + thmpp_c,ok,ok,ok,ok,ok
ACM6PH,acmum6p_c + h2o_c --> acgam6p_c + lac__D_c,ok,ok,ok,ok,ok
ACMANApts,acmana_e + pep_c --> acmanap_c + pyr_c,ok,ok,ok,ok,ok
ACMANAptspp,acmana_p + pep_c --> acmanap_c + pyr_c,ok,ok,ok,ok,ok
ACMANAtex,acmana_e <=> acmana_p,ok,ok,ok,ok,ok
ACMUMptspp,acmum_p + pep_c --> acmum6p_c + pyr_c,ok,ok,ok,ok,ok
ACMUMtex,acmum_e --> acmum_p,ok,ok,ok,ok,ok
ACNAMt2pp,acnam_p + h_p --> acnam_c + h_c,ok,ok,ok,ok,ok
ACNAMtex,acnam_e <=> acnam_p,ok,ok,ok,ok,ok
ACNPLYS,acmana_c + h2o_c + pep_c <=> acnam_c + pi_c,ok,ok,ok,ok,ok
ACOAD1f,btcoa_c + fad_c --> b2coa_c + fadh2_c,ok,ok,ok,ok,ok
ACOAD2,h_c + hx2coa_c + nadh_c <=> hxcoa_c + nad_c,ok,ok,ok,ACOAD2f,ok
ACOAD2f,fad_c + hxcoa_c <=> fadh2_c + hx2coa_c,ok,ok,ok,ACOAD2,ok
ACOAD3,nad_c + occoa_c <=> h_c + nadh_c + oc2coa_c,ok,ok,ok,ACOAD3f,ok
ACOAD3f,fad_c + occoa_c <=> fadh2_c + oc2coa_c,ok,ok,ok,ACOAD3,ok
ACOAD4,dcacoa_c + nad_c --> dc2coa_c + h_c + nadh_c,ok,ok,ok,ACOAD4f,ok
ACOAD4f,dcacoa_c + fad_c <=> dc2coa_c + fadh2_c,ok,ok,ok,ACOAD4,ok
ACOAD5,ddcacoa_c + nad_c --> dd2coa_c + h_c + nadh_c,ok,ok,ok,ACOAD5f,ok
ACOAD5f,ddcacoa_c + fad_c <=> dd2coa_c + fadh2_c,ok,ok,ok,ACOAD5,ok
ACOAD6,nad_c + tdcoa_c <=> h_c + nadh_c + td2coa_c,ok,ok,ok,ACOAD6f,ok
ACOAD6f,fad_c + tdcoa_c <=> fadh2_c + td2coa_c,ok,ok,ok,ACOAD6,ok
ACOAD7,nad_c + pmtcoa_c <=> h_c + hdd2coa_c + nadh_c,ok,ok,ok,ACOAD7f,ok
ACOAD7f,fad_c + pmtcoa_c <=> fadh2_c + hdd2coa_c,ok,ok,ok,ACOAD7,ok
ACOAD8f,fad_c + stcoa_c <=> fadh2_c + od2coa_c,ok,ok,ok,ok,ok
ACODA,acorn_c + h2o_c --> ac_c + orn_c,ok,ok,ok,ok,ok
ACONCtex,acon_C_e <=> acon_C_p,ok,ok,ok,ok,ok
ACONCtupp,acon_C_p --> acon_C_c,ok,ok,ok,ok,ok
ACONTa,cit_c <=> acon_C_c + h2o_c,ok,ok,ok,ok,ok
ACONTb,acon_C_c + h2o_c <=> icit_c,ok,ok,ok,ok,ok
ACOTA,acorn_c + akg_c <=> acg5sa_c + glu__L_c,ok,ok,ok,ok,ok
ACP1_FMN,fmn_c + h2o_c --> pi_c + ribflv_c,ok,ok,ok,ok,ok
ACPPAT140,h_c + myrsACP_c + pi_c --> ACP_c + ttdcap_c,ok,ok,ok,ok,ok
ACPPAT160,h_c + palmACP_c + pi_c --> ACP_c + hdcap_c,ok,ok,ok,ok,ok
ACPPAT181,h_c + octeACP_c + pi_c --> ACP_c + ocdceap_c,ok,ok,ok,ok,ok
ACPS1,apoACP_c + coa_c --> ACP_c + h_c + pap_c,ok,ok,ok,ok,ok
ACPpds,ACP_c + h2o_c --> apoACP_c + 2.0 h_c + pan4p_c,ok,ok,ok,ok,ok
ACS,ac_c + atp_c + coa_c --> accoa_c + amp_c + ppi_c,ok,ok,ok,ok,ok
ACSERtex,acser_e <=> acser_p,ok,ok,ok,ok,ok
ACSERtpp,acser_c --> acser_p,ok,ok,ok,ok,ok
ACSPHAC101,R3hdec4e_c + atp_c + coa_c --> R3hdec4coa_c + amp_c + ppi_c,ok,ok,ok,ok,ok
ACSPHAC140,R_3httdca_c + atp_c + coa_c --> R_3hmrscoa_c + amp_c + ppi_c,ok,ok,ok,ok,ok
ACTD,actn__R_c + nad_c --> diact_c + h_c + nadh_c,ok,ACTD_1,ACTD_1,ACTDa,ok
ACTD_1,diact_c + h_c + nadh_c --> actn__R_c + nad_c,ok,ACTD,ACTD,ACTDa,ok
ACTDa,actn__R_c + nadp_c --> diact_c + h_c + nadph_c,ok,ok,ok,ACTD;ACTD_1,ok
ACTNabc,actn__R_e + atp_c + h2o_c --> actn__R_c + adp_c + h_c + pi_c,ok,ok,ACTNabc1,ok,ok
ACTNabc1,actn__R_c + atp_c + h2o_c --> actn__R_e + adp_c + h_c + pi_c,ok,ok,ACTNabc,ok,ok
ACt2rpp,ac_p + h_p --> ac_c + h_c,ok,ok,ok,ok,ok
ACt4pp,ac_p + na1_p --> ac_c + na1_c,ok,ok,ok,ok,ok
ACtex,ac_e <=> ac_p,ok,ok,ok,ok,ok
ADA,adn_c + h2o_c + h_c --> ins_c + nh4_c,ok,ok,ok,ok,ok
ADCL,4adcho_c --> 4abz_c + h_c + pyr_c,ok,ok,ok,ok,ok
ADCPS2,adcobhex_c + applp_c + atp_c --> adocbip_c + adp_c + h_c + pi_c,ok,ok,ok,ok,ok
ADCS,chor_c + gln__L_c --> 4adcho_c + glu__L_c,ok,ok,ok,ok,ok
ADD,ade_c + h2o_c + h_c --> hxan_c + nh4_c,ok,ok,ok,ok,ok
ADEt2rpp,ade_p + h_p --> ade_c + h_c,ok,ok,ok,ok,ok
ADEtex,ade_e <=> ade_p,ok,ok,ok,ok,ok
ADK1,amp_c + atp_c <=> 2.0 adp_c,ok,ok,ok,ok,ok
ADK3,amp_c + gtp_c <=> adp_c + gdp_c,ok,ok,ok,ok,ok
ADK4,amp_c + itp_c <=> adp_c + idp_c,ok,ok,ok,ok,ok
ADMDC,amet_c + h_c --> ametam_c + co2_c,ok,ok,ok,ok,ok
ADNCYC,atp_c --> camp_c + ppi_c,ok,ok,ok,ok,ok
ADNK1,adn_c + atp_c --> adp_c + amp_c + h_c,ok,ok,ok,ok,ok
ADNt2pp,adn_p + h_p --> adn_c + h_c,ok,ok,ok,ok,ok
ADNtex,adn_e <=> adn_p,ok,ok,ok,ok,ok
ADOCBIAH,adocbi_c + h2o_c <=> adcobhex_c + appl_c,ok,ok,ok,ok,ok
ADOCBIK,adocbi_c + atp_c --> adocbip_c + adp_c + h_c,ok,ok,ok,ok,ok
ADPRDP,adprib_c + h2o_c --> amp_c + 2.0 h_c + r5p_c,ok,ok,ok,ok,ok
ADPT,ade_c + prpp_c --> amp_c + ppi_c,ok,ok,ok,ok,ok
ADSELK,adsel_c + atp_c --> 3padsel_c + adp_c + h_c,ok,ok,ok,ok,ok
ADSELR,3padsel_c + trdrd_c --> 2.0 h_c + pap_c + slnt_c + trdox_c,ok,ok,ok,ok,ok
ADSK,aps_c + atp_c --> adp_c + h_c + paps_c,ok,ok,ok,ok,ok
ADSL1r,dcamp_c <=> amp_c + fum_c,ok,ok,ok,ok,ok
ADSL2r,25aics_c <=> aicar_c + fum_c,ok,ok,ok,ok,ok
ADSS,asp__L_c + gtp_c + imp_c --> dcamp_c + gdp_c + 2.0 h_c + pi_c,ok,ok,ok,ok,ok
ADtr,ad_e --> ad_c,ok,ok,ok,ok,ok
AEPTA,2ameph_c + pyr_c <=> ala__L_c + pald_c,ok,ok,ok,ok,ok
AEPabcpp,2ameph_p + atp_c + h2o_c --> 2ameph_c + adp_c + h_c + pi_c,ok,ok,ok,ok,ok
AEPtex,2ameph_e <=> 2ameph_p,ok,ok,ok,ok,ok
AGDC,acgam6p_c + h2o_c --> ac_c + gam6p_c,ok,ok,ok,ok,ok
AGM3PA,anhgm3p_c + h2o_c --> LalaDgluMdap_c + anhgm_c,ok,ok,ok,ok,ok
AGM3PApp,anhgm3p_p + h2o_p --> LalaDgluMdap_p + anhgm_p,ok,ok,ok,ok,ok
AGM3PH,anhgm3p_c + h2o_c --> acgam_c + anhm3p_c,ok,ok,ok,ok,ok
AGM3Pt2pp,anhgm3p_p + h_p --> anhgm3p_c + h_c,ok,ok,ok,ok,ok
AGM4PA,anhgm4p_c + h2o_c --> LalaDgluMdapDala_c + anhgm_c,ok,ok,ok,ok,ok
AGM4PApp,anhgm4p_p + h2o_p --> LalaDgluMdapDala_p + anhgm_p,ok,ok,ok,ok,ok
AGM4PCP,anhgm4p_c + h2o_c --> ala__D_c + anhgm3p_c,ok,ok,ok,ok,ok
AGM4PCPpp,anhgm4p_p + h2o_p --> ala__D_p + anhgm3p_p,ok,ok,ok,ok,ok
AGM4PH,anhgm4p_c + h2o_c --> acgam_c + anhm4p_c,ok,ok,ok,ok,ok
AGM4Pt2pp,anhgm4p_p + h_p --> anhgm4p_c + h_c,ok,ok,ok,ok,ok
AGMH,anhgm_c + h2o_c --> acgam_c + anhm_c,ok,ok,ok,ok,ok
AGMPTRCtpp,agm_p + ptrc_c <=> agm_c + ptrc_p,ok,ok,ok,ok,ok
AGMT,agm_c + h2o_c --> ptrc_c + urea_c,ok,ok,ok,ok,ok
AGMt2pp,anhgm_p + h_p --> anhgm_c + h_c,ok,ok,ok,ok,ok
AGMtex,agm_e <=> agm_p,ok,ok,ok,ok,ok
AGPAT160,1hdecg3p_c + palmACP_c --> ACP_c + pa160_c,ok,ok,ok,ok,ok
AGPAT181,1odec11eg3p_c + octeACP_c --> ACP_c + pa181_c,ok,ok,ok,ok,ok
AGPR,acg5sa_c + nadp_c + pi_c <=> acg5p_c + h_c + nadph_c,ok,ok,ok,ok,ok
AHCYSNS,ahcys_c + h2o_c --> ade_c + rhcys_c,ok,ok,ok,ok,ok
AHGDx,S2hglut_c + nad_c <=> akg_c + h_c + nadh_c,ok,ok,ok,ok,ok
