reaction_id,reaction_equation,duplicate_test_exact,duplicate_test_directions,duplicate_test_coefficients,duplicate_test_redox,diphosphate_test,dead_end_test
BLAMDabcpp,atp_c + balamd_p + h2o_c --> adp_c + balamd_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
BLAMDtex,balamd_e <=> balamd_p,ok,ok,ok,ok,ok,only when going backwards
BPNT,h2o_c + pap_c --> amp_c + pi_c,ok,ok,ok,ok,ok,ok
BSCT,coa_c + 4.0 h_c + sbzcoa_c <=> benzcoa_c + succoa_c,ok,ok,ok,ok,ok,only when going forwards
BTDD_RR,btd_RR_c + nad_c <=> actn__R_c + h_c + nadh_c,ok,ok,ok,ok,ok,btd_RR_c
BTNTe,btn_c <=> btn_e,ok,ok,ok,ok,ok,ok
BTNt,atp_c + btn_e + h2o_c --> adp_c + btn_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
BTNt2i,btn_e + h_e --> btn_c + h_c,ok,ok,ok,ok,ok,ok
BTS,btal_c + h_c + nadh_c <=> 1btol_c + nad_c,ok,ok,ok,BTS_nadph,ok,only when going forwards
BTS3r,dtbt_c + 2.0 s_c <=> btn_c + h2s_c,ok,ok,ok,ok,ok,ok
BTS4,amet_c + dtbt_c + s_c --> btn_c + dad_5_c + h_c + met__L_c,ok,ok,ok,ok,ok,ok
BTS_nadph,btal_c + h_c + nadph_c --> 1btol_c + nadp_c,ok,ok,ok,BTS,ok,ok
BUP,3uib_c + h2o_c + 2.0 h_c --> 3aib_c + co2_c + nh4_c,ok,ok,ok,ok,ok,ok
BUPN,cala_c + h2o_c + 2.0 h_c --> ala_B_c + co2_c + nh4_c,UPPN,ok,ok,ok,ok,ok
BUTKr,atp_c + but_c <=> adp_c + butpi_c,ok,ok,ok,ok,ok,only when going backwards
BUTSO3abcpp,atp_c + butso3_p + h2o_c --> adp_c + butso3_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
BUTSO3tex,butso3_e <=> butso3_p,ok,ok,ok,ok,ok,only when going backwards
BUTtex,but_e <=> but_p,ok,ok,ok,ok,ok,only when going backwards
BZALCt2pp,bzalc_p + h_p --> bzalc_c + h_c,ok,ok,ok,ok,ok,ok
BZALCtex,bzalc_p <=> bzalc_e,ok,ok,ok,ok,ok,only when going forwards
BZALDH,bzalc_c + nad_c <=> bzal_c + h_c + nadh_c,ok,ok,ok,ok,ok,only when going backwards
BZDH,bzal_c + h2o_c + nad_c <=> bz_c + 2.0 h_c + nadh_c,ok,ok,ok,ok,ok,only when going backwards
BZSCT,bzsucc_c + succoa_c <=> bzsuccoa_c + succ_c,ok,ok,ok,ok,ok,bzsucc_c;bzsuccoa_c
BZt2_pp,bz_p + 2.0 h_p --> bz_c + 2.0 h_c,ok,ok,ok,ok,ok,ok
BZtex,bz_e <=> bz_p,ok,ok,ok,ok,ok,only when going backwards
C4HP,34hpp_c + h_c <=> 4hoxpacd_c + co2_c,ok,ok,ok,ok,ok,only when going backwards
CA2abcpp,atp_c + ca2_p + h2o_c --> adp_c + ca2_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
CA2tex,ca2_e <=> ca2_p,ok,ok,ok,ok,ok,only when going backwards
CARBSARAH,Ncarbsar_c + h2o_c + 2.0 h_c --> co2_c + nh4_c + sarcs_c,ok,ok,ok,ok,ok,ok
CARNabcpp,atp_c + carn_p + h2o_c --> adp_c + carn_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
CARNtex,carn_e <=> carn_p,ok,ok,ok,ok,ok,only when going backwards
CAT,2.0 h2o2_c --> 2.0 h2o_c + o2_c,ok,ok,ok,CYTBD;CYTBD2pp;CYTBDpp;CYTBO3_4pp;GTHPi;THIORDXi,ok,ok
CATECHOLtex,catechol_e <=> catechol_p,ok,ok,ok,ok,ok,only when going backwards
CATECHOLtpp,catechol_p <=> catechol_c,ok,ok,ok,ok,ok,only when going backwards
CATpp,2.0 h2o2_p --> 2.0 h2o_p + o2_p,ok,ok,ok,ok,ok,ok
CBPS,2.0 atp_c + gln__L_c + h2o_c + hco3_c --> 2.0 adp_c + cbp_c + glu__L_c + 2.0 h_c + pi_c,ok,ok,ok,ok,ok,ok
CD2abcpp,atp_c + cd2_c + h2o_c --> adp_c + cd2_p + h_c + pi_c,ok,ok,ok,ok,ok,ok
CD2t3pp,cd2_c + h_p --> cd2_p + h_c,ok,ok,ok,ok,ok,ok
CD2t4pp,cd2_c + h_p + k_p --> cd2_p + h_c + k_c,ok,ok,ok,ok,ok,ok
CD2t5,cd2_c + h_p --> cd2_e + h_c,ok,ok,ok,ok,ok,ok
CD2t6,cd2_p + h_p --> cd2_e + h_c,ok,ok,ok,ok,ok,ok
CD2tex,cd2_e <=> cd2_p,ok,ok,ok,ok,ok,ok
CD2tpp,cd2_p --> cd2_c,ok,ok,ok,ok,ok,ok
CDGUNPD,cdigmp_c + h2o_c --> 5pg35pg_c + h_c,ok,ok,ok,ok,ok,ok
CDPMEK,4c2me_c + atp_c --> 2p4c2me_c + adp_c + h_c,ok,ok,ok,ok,ok,ok
CDPPT160,cdpdhdecg_c + inost_c --> cmp_c + h_c + ptd1ino160_c,ok,ok,ok,ok,ok,ok
CELBt2,cellb_e + h_e --> cellb_c + h_c,ok,ok,ok,ok,ok,ok
CEPA,cellb_c + pi_c <=> g1p_c + glc__D_c,ok,ok,ok,ok,ok,only when going backwards
CGLYabcpp,atp_c + cgly_p + h2o_c --> adp_c + cgly_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
CH4St,ch4s_e <=> ch4s_c,ok,ok,ok,ok,ok,only when going forwards
CHCD,hipohcoa_c + nad_c --> h_c + hipocoa_c + nadh_c,ok,ok,ok,ok,ok,ok
CHCOAL,atp_c + coa_c + pime_c --> amp_c + pmcoa_c + ppi_c,ok,ok,ok,ok,ok,ok
CHLabcpp,atp_c + chol_p + h2o_c --> adp_c + chol_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
CHLt3pp,chol_c + h_p --> chol_p + h_c,ok,ok,ok,ok,ok,ok
CHLtex,chol_e <=> chol_p,ok,ok,ok,ok,ok,ok
CHOD,chsterol_c + o2_c --> chol4en3one_c + h2o2_c,ok,ok,ok,ok,ok,ok
CHOLCOA,cholc5coa_c + fad_c --> cholenec5coa_c + fadh2_c,ok,ok,ok,ok,ok,ok
CHOLD,chol_c + nad_c --> betald_c + h_c + nadh_c,ok,ok,ok,CHOLD3,ok,ok
CHOLD3,chol_c + nadp_c --> betald_c + h_c + nadph_c,ok,ok,ok,CHOLD,ok,ok
CHOLSH,chols_c + h2o_c --> chol_c + h_c + so4_c,ok,ok,ok,ok,ok,ok
CHOLS_ex,chols_e <=> chols_p,ok,ok,ok,ok,ok,only when going backwards
CHOLSabc,atp_c + chols_p + h2o_c --> adp_c + chols_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
CHORM,chor_c --> pphn_c,ok,ok,ok,ok,ok,ok
CHORS,3psme_c --> chor_c + pi_c,ok,ok,ok,ok,ok,ok
CHSTEROLt_1,atp_c + chsterol_e + h2o_c --> adp_c + chsterol_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
CHTBSptspp,chtbs_p + pep_c --> chtbs6p_c + pyr_c,ok,ok,ok,ok,ok,ok
CHTBStex,chtbs_e <=> chtbs_p,ok,ok,ok,ok,ok,only when going backwards
CINNMCOAH,cinmcoa_c + h2o_c --> cinnm_c + coa_c + h_c,ok,ok,ok,ok,ok,ok
CINNMtex,cinnm_e <=> cinnm_p,ok,ok,ok,ok,ok,only when going forwards
CINNMtpp,cinnm_c <=> cinnm_p,ok,ok,ok,ok,ok,only when going backwards
CITACt,ac_c + cit_e <-- ac_e + cit_c,ok,ok,ok,ok,ok,ok
CITL,cit_c --> ac_c + oaa_c,ok,ok,ok,ok,ok,ok
CITt2r,cit_e + h_e --> cit_c + h_c,ok,ok,ok,ok,ok,ok
CITt3pp,cit_c + h_p --> cit_p + h_c,ok,ok,ok,ok,ok,ok
CITt4pp_1,cit_p + na1_p --> cit_c + na1_c,ok,ok,ok,ok,ok,ok
CITtupp,cit_p --> cit_c,ok,ok,ok,ok,ok,ok
CLBtex,cellb_e <=> cellb_p,ok,ok,ok,ok,ok,only when going backwards
CLPNH120pp,clpn120_p + h2o_p --> h_p + pa120_p + pg120_p,ok,ok,ok,ok,ok,ok
CLPNH140pp,clpn140_p + h2o_p --> h_p + pa140_p + pg140_p,ok,ok,ok,ok,ok,ok
CLPNH141pp,clpn141_p + h2o_p --> h_p + pa141_p + pg141_p,ok,ok,ok,ok,ok,ok
CLPNH160pp,clpn160_p + h2o_p --> h_p + pa160_p + pg160_p,ok,ok,ok,ok,ok,ok
CLPNH161pp,clpn161_p + h2o_p --> h_p + pa161_p + pg161_p,ok,ok,ok,ok,ok,ok
CLPNH180pp,clpn180_p + h2o_p --> h_p + pa180_p + pg180_p,ok,ok,ok,ok,ok,ok
CLPNH181pp,clpn181_p + h2o_p --> h_p + pa181_p + pg181_p,ok,ok,ok,ok,ok,ok
CLPNS120pp,2.0 pg120_p <=> clpn120_p + glyc_p,ok,ok,ok,ok,ok,only when going backwards
CLPNS140pp,2.0 pg140_p <=> clpn140_p + glyc_p,ok,ok,ok,ok,ok,only when going backwards
CLPNS141pp,2.0 pg141_p <=> clpn141_p + glyc_p,ok,ok,ok,ok,ok,only when going backwards
CLPNS160pp,2.0 pg160_p <=> clpn160_p + glyc_p,ok,ok,ok,ok,ok,only when going backwards
CLPNS161pp,2.0 pg161_p <=> clpn161_p + glyc_p,ok,ok,ok,ok,ok,only when going backwards
CLPNS180pp,2.0 pg180_p <=> clpn180_p + glyc_p,ok,ok,ok,ok,ok,only when going backwards
CLPNS181pp,2.0 pg181_p <=> clpn181_p + glyc_p,ok,ok,ok,ok,ok,only when going backwards
CLt3_2pp,2.0 cl_p + h_c <-- 2.0 cl_c + h_p,ok,ok,ok,ok,ok,ok
CLtex,cl_e <=> cl_p,ok,ok,ok,ok,ok,only when going forwards
CMCBTFL,cmcbtt_c + fe3_e --> fcmcbtt_c,ok,ok,ok,ok,ok,ok
CMCBTFU,fcmcbtt_c --> cmcbtt_c + fe3_c,ok,ok,ok,ok,ok,ok
CMCBTFabcpp,atp_c + fcmcbtt_p + h2o_c --> adp_c + fcmcbtt_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
CMCBTFtex,cmcbtt_p + h_p --> cmcbtt_e + h_c,ok,ok,ok,ok,ok,ok
CMCBTFtonex,fcmcbtt_e + h_p --> fcmcbtt_p + h_c,ok,ok,ok,ok,ok,ok
CMCBTFtpp,cmcbtt_c + h_p --> cmcbtt_p + h_c,ok,ok,ok,ok,ok,ok
CMCMSAD,5cmhmsa_c + h2o_c + nad_c --> 5cmhm_c + 2.0 h_c + nadh_c,ok,ok,ok,ok,ok,ok
CMHMI,5cmhm_c --> 5cohe_c,ok,ok,ok,ok,ok,ok
CMt2ex,cm_c + h_p --> cm_e + h_c,ok,ok,ok,ok,ok,ok
CMt2ppi,cm_p --> cm_c,ok,ok,ok,ok,ok,ok
CMtex,cm_e <=> cm_p,ok,ok,ok,ok,ok,only when going backwards
CMtpp,cm_p + h_p --> cm_e + h_c,ok,ok,ok,ok,ok,ok
CO23OC,catechol_c + o2_c --> 2hmcnsad_c,ok,ok,ok,ok,ok,ok
CO2t,co2_e <=> co2_c,ok,ok,ok,ok,ok,ok
CO2tex,co2_e <=> co2_p,ok,ok,ok,ok,ok,ok
CO2tpp,co2_p <=> co2_c,ok,ok,ok,ok,ok,ok
COBALT2abcpp,atp_c + cobalt2_c + h2o_c --> adp_c + cobalt2_p + h_c + pi_c,ok,ok,Cobalt2abcppI,ok,ok,ok
COBALT2t3pp,cobalt2_c + h_p --> cobalt2_p + h_c,ok,ok,ok,ok,ok,ok
COBALT2tex,cobalt2_e <=> cobalt2_p,ok,ok,ok,ok,ok,ok
COBALT2tpp,cobalt2_p --> cobalt2_c,ok,ok,ok,ok,ok,ok
COBALTt4pp,cobalt2_c + h_p + k_p --> cobalt2_p + h_c + k_c,ok,ok,ok,ok,ok,ok
COCO2,co_c + 2.0 fdxox_c + h2o_c <=> co2_c + 2.0 fdxrd_c + 2.0 h_c,ok,ok,ok,ok,ok,ok
COabc,atp_c + cobalt2_e + h2o_c --> adp_c + cobalt2_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
COt_1,co_e <=> co_p,ok,ok,ok,ok,ok,ok
CPK1,cmp_c + ctp_c <=> 2.0 cdp_c,ok,ok,ok,ok,ok,ok
CPPPGO,cpppg3_c + 2.0 h_c + o2_c --> 2.0 co2_c + 2.0 h2o_c + pppg9_c,ok,ok,ok,ok,ok,ok
CPPPGO2,2.0 amet_c + cpppg3_c --> 2.0 co2_c + 2.0 dad_5_c + 2.0 met__L_c + pppg9_c,ok,ok,ok,ok,ok,ok
CRNDH,crn_c + nad_c --> dhcrn_c + h_c + nadh_c,ok,ok,ok,ok,ok,ok
CRNDabcpp,atp_c + crn__D_p + h2o_c --> adp_c + crn__D_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
CRNDt2rpp,crn__D_p + h_p --> crn__D_c + h_c,ok,ok,ok,ok,ok,ok
CRNabcpp,atp_c + crn_p + h2o_c --> adp_c + crn_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
CRNt2rpp,crn_p + h_p --> crn_c + h_c,ok,ok,ok,ok,ok,ok
CRNt8pp,crn__D_c + crn_p --> crn__D_p + crn_c,ok,ok,ok,ok,ok,ok
CRNtex,crn_e <=> crn_p,ok,ok,ok,ok,ok,only when going backwards
CRO4abcpp,atp_c + cro4_p + h2o_c --> adp_c + cro4_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
CRO4t3pp,cro4_c + h_p --> cro4_p + h_c,ok,ok,ok,ok,ok,ok
CRTNIH,crtn_c + h2o_c + h_c --> mthd_c + nh4_c,ok,ok,ok,ok,ok,ok
CRTNtex,crtn_e <=> crtn_p,ok,ok,ok,ok,ok,only when going backwards
CRTNtpp,crtn_p + h_p --> crtn_c + h_c,ok,ok,ok,ok,ok,ok
CS,accoa_c + h2o_c + oaa_c --> cit_c + coa_c + h_c,ok,ok,ok,ok,ok,ok
CSND,csn_c + h2o_c + h_c --> nh4_c + ura_c,ok,ok,ok,ok,ok,ok
CSND_1,csn_c + h2o_c --> nh3_c + ura_c,ok,ok,ok,ok,ok,ok
CSPMDDC,cspmd_c + h_c --> co2_c + spmd_c,ok,ok,ok,ok,ok,ok
CSPMDDH,aspsa_c + h_c + nadph_c + ptrc_c --> cspmd_c + h2o_c + nadp_c,ok,ok,ok,ok,ok,ok
CTBTabcpp,atp_c + ctbt_p + h2o_c --> adp_c + ctbt_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
CTBTt2rpp,ctbt_p + h_p <=> ctbt_c + h_c,ok,ok,ok,ok,ok,only when going forwards
CTECOAI6,tdecoa_c <=> td2coa_c,ok,ok,ok,ok,ok,ok
CTECOAI7,hdcoa_c <=> hdd2coa_c,ok,ok,ok,ok,ok,ok
CTECOAI8,odecoa_c <=> od2coa_c,ok,ok,ok,ok,ok,ok
CTI1,tde_2Z_coa_c <=> td2coa_c,ok,ok,ok,ok,ok,only when going backwards
CTPS1,atp_c + nh4_c + utp_c --> adp_c + ctp_c + 2.0 h_c + pi_c,ok,ok,ok,ok,ok,ok
CTPS2,atp_c + gln__L_c + h2o_c + utp_c --> adp_c + ctp_c + glu__L_c + 2.0 h_c + pi_c,ok,ok,ok,ok,ok,ok
CU1Opp,4.0 cu_p + 4.0 h_p + o2_p --> 4.0 cu2_p + 2.0 h2o_p,ok,ok,ok,ok,ok,ok
CU2abcpp,atp_c + cu2_c + h2o_c --> adp_c + cu2_p + h_c + pi_c,ok,ok,CUabcpp,ok,ok,ok
CU2tex,cu2_e <=> cu2_p,ok,ok,ok,ok,ok,ok
CU2tonex,cu2_e + h_p --> cu2_p + h_c,ok,ok,ok,ok,ok,ok
CUabcpp,atp_c + cu2_p + h2o_c --> adp_c + cu2_c + h_c + pi_c,ok,ok,CU2abcpp,ok,ok,ok
CUtex,cu_e <=> cu_p,ok,ok,ok,ok,ok,only when going backwards
CYANST,cyan_c + tsul_c --> h_c + so3_c + tcynt_c,ok,ok,ok,ok,ok,ok
CYANt2pp,cyan_p + h_p --> cyan_c + h_c,ok,ok,ok,ok,ok,ok
CYANtex,cyan_e <=> cyan_p,ok,ok,ok,ok,ok,only when going backwards
CYNTAH,cynt_c + 3.0 h_c + hco3_c --> 2.0 co2_c + nh4_c,ok,ok,ok,ok,ok,ok
CYNTt2pp,cynt_p + h_p --> cynt_c + h_c,ok,ok,ok,ok,ok,ok
CYNTtex,cynt_e <=> cynt_p,ok,ok,ok,ok,ok,only when going backwards
CYOO2pp,2.0 focytC_c + 4.0 h_c + 0.5 o2_c --> 2.0 ficytC_c + h2o_c + 2.0 h_p,ok,ok,ok,ok,ok,ok
CYP1,chol4en3one_c + h_c + nadh_c + o2_c --> h2o_c + hchol_c + nad_c,ok,ok,ok,ok,ok,ok
CYP2,hchol_c + nad_c --> h_c + nadh_c + ochol_c,ok,ok,ok,ok,ok,ok
CYP3,h_c + nadh_c + o2_c + ochol_c --> cchol_c + h2o_c + nad_c,ok,ok,ok,ok,ok,ok
CYSDS,cys__L_c + h2o_c --> h2s_c + nh4_c + pyr_c,ok,ok,ok,ok,ok,ok
CYSS,acser_c + h2s_c --> ac_c + cys__L_c + h_c,ok,ok,ok,ok,ok,ok
CYSTA,akg_c + cys__L_c --> glu__L_c + mercppyr_c,ok,ok,ok,ok,ok,ok
CYSTGL,cyst__L_c + h2o_c --> 2obut_c + cys__L_c + nh4_c,ok,ok,ok,ok,ok,ok
CYSTL,cyst__L_c + h2o_c --> hcys__L_c + nh4_c + pyr_c,ok,ok,ok,ok,ok,ok
CYSabc,atp_c + cys__L_e + h2o_c --> adp_c + cys__L_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
CYSabc2pp,atp_c + cys__L_c + h2o_c --> adp_c + cys__L_p + h_c + pi_c,ok,ok,CYSabcpp,ok,ok,ok
CYSabcpp,atp_c + cys__L_p + h2o_c --> adp_c + cys__L_c + h_c + pi_c,ok,ok,CYSabc2pp,ok,ok,ok
CYStex,cys__L_e <=> cys__L_p,ok,ok,ok,ok,ok,ok
CYStpp,cys__L_c --> cys__L_p,ok,ok,ok,ok,ok,ok
CYTBD,2.0 h_c + 0.5 o2_c + q8h2_c --> h2o_c + 2.0 h_e + q8_c,ok,ok,ok,CAT;CYTBD2pp;CYTBDpp;CYTBO3_4pp;GTHPi;THIORDXi,ok,ok
CYTBD2pp,2.0 h_c + mql8_c + 0.5 o2_c --> h2o_c + 2.0 h_p + mqn8_c,ok,ok,ok,CAT;CYTBD;CYTBDpp;CYTBO3_4pp;GTHPi;THIORDXi,ok,ok
CYTBDpp,2.0 h_c + 0.5 o2_c + q8h2_c --> h2o_c + 2.0 h_p + q8_c,ok,ok,CYTBO3_4pp,CAT;CYTBD;CYTBD2pp;GTHPi;THIORDXi,ok,ok
CYTBO3_4pp,4.0 h_c + 0.5 o2_c + q8h2_c --> h2o_c + 4.0 h_p + q8_c,ok,ok,CYTBDpp,CAT;CYTBD;CYTBD2pp;GTHPi;THIORDXi,ok,ok
CYTB_B2,2.0 h_c + mql7_c + 0.5 o2_c --> h2o_c + 2.0 h_e + mqn7_c,ok,ok,ok,ok,ok,ok
CYTCAA3pp,2.0 focytc_c + 2.0 h_c + 0.5 o2_c --> 2.0 ficytc_c + h2o_c + 2.0 h_p,ok,ok,CYTCBB3pp,ok,ok,ok
CYTCBB3pp,2.0 focytc_c + h_c + 0.5 o2_c --> 2.0 ficytc_c + h2o_c + h_p,ok,ok,CYTCAA3pp,ok,ok,ok
CYTDH,cytd_c + h2o_c --> csn_c + rib__D_c,ok,ok,ok,ok,ok,ok
CYTK1,atp_c + cmp_c <=> adp_c + cdp_c,ok,ok,ok,ok,ok,ok
CYTK2,atp_c + dcmp_c <=> adp_c + dcdp_c,ok,ok,ok,ok,ok,ok
CYTK2_1,ctp_c + dcmp_c <=> cdp_c + dcdp_c,ok,ok,ok,ok,ok,ok
CYTMQOR3pp,2.0 ficytC_c + h_c + mql8_c --> 2.0 focytC_c + 3.0 h_p + mqn8_c,ok,ok,ok,ok,ok,ok
CYTOM,amet_c + csn_c <=> 5mcsn_c + ahcys_c + h_c,ok,ok,ok,ok,ok,only when going backwards
Clt,cl_e <=> cl_c,ok,ok,ok,ok,ok,only when going backwards
Cobalt2abcppI,atp_c + cobalt2_p + h2o_c --> adp_c + cobalt2_c + h_c + pi_c,ok,ok,COBALT2abcpp,ok,ok,ok
Cotpp,co_p <=> co_c,ok,ok,ok,ok,ok,ok
Cuabc,atp_c + cu2_e + h2o_c --> adp_c + cu2_c + h_c + pi_c,ok,ok,Cut1,ok,ok,ok
Cut1,atp_c + cu2_c + h2o_c --> adp_c + cu2_e + h_c + pi_c,ok,ok,Cuabc,ok,ok,ok
D5KGK,atp_c + d5kg_c --> adp_c + d5kgp_c + h_c,ok,ok,ok,ok,ok,ok
D5KGPA,d5kgp_c --> dhap_c + msa_c,ok,ok,ok,ok,ok,ok
DAAD,ala__D_c + fad_c + h2o_c --> fadh2_c + nh4_c + pyr_c,ok,ok,ok,DALAOX,ok,ok
DAAD11,fad_c + h2o_c + tyr__D_c --> 34hpp_c + fadh2_c + nh4_c,ok,ok,ok,ok,ok,ok
DAAD12,fad_c + h2o_c + val__D_c --> 3mob_c + fadh2_c + nh4_c,ok,ok,ok,ok,ok,ok
DAAD2,arg__D_c + fad_c + h2o_c --> 5g2oxpt_c + fadh2_c + nh4_c,ok,ok,ok,ok,ok,ok
DAAD3,fad_c + h2o_c + leu__D_c --> 4mop_c + fadh2_c + nh4_c,ok,ok,ok,ok,ok,ok
DAAD4,fad_c + h2o_c + met__D_c --> 2kmb_c + fadh2_c + nh4_c,ok,ok,ok,ok,ok,ok
DAAD5,fad_c + h2o_c + orn__D_c --> 5a2opntn_c + fadh2_c + nh4_c,ok,ok,ok,ok,ok,ok
DAAD7,fad_c + pro__D_c --> 1p2cbxl_c + fadh2_c + h_c,ok,ok,ok,ok,ok,ok
DAAD8,fad_c + h2o_c + ser__D_c --> fadh2_c + hpyr_c + nh4_c,ok,ok,ok,ok,ok,ok
DAAOP,alaala_e + h2o_e --> 2.0 ala__D_e,ok,ok,ok,ok,ok,ok
DABAAT2,24dab_c + akg_c + h_c <=> aspsa_c + glu__L_c,ok,ok,ok,ok,ok,only when going backwards
DADA,dad_2_c + h2o_c + h_c --> din_c + nh4_c,ok,ok,ok,ok,ok,ok
DADK,atp_c + damp_c <=> adp_c + dadp_c,ok,ok,ok,ok,ok,ok
DAGK120,12dgr120_c + atp_c --> adp_c + h_c + pa120_c,ok,ok,ok,ok,ok,ok
DAGK140,12dgr140_c + atp_c --> adp_c + h_c + pa140_c,ok,ok,ok,ok,ok,ok
DAGK141,12dgr141_c + atp_c --> adp_c + h_c + pa141_c,ok,ok,ok,ok,ok,ok
DAGK160,12dgr160_c + atp_c --> adp_c + h_c + pa160_c,ok,ok,ok,ok,ok,ok
DAGK161,12dgr161_c + atp_c --> adp_c + h_c + pa161_c,ok,ok,ok,ok,ok,ok
DAGK180,12dgr180_c + atp_c --> adp_c + h_c + pa180_c,ok,ok,ok,ok,ok,ok
DAGK181,12dgr181_c + atp_c --> adp_c + h_c + pa181_c,ok,ok,ok,ok,ok,ok
DALAALAD,balaala_c + h2o_c --> ala__D_c + ala__L_c,ok,ok,ok,ok,ok,ok
DALADALAD,balabala_c + h2o_c --> 2.0 ala__D_c,ok,ok,ok,ok,ok,ok
DALAGLYD,balagly_c + h2o_c --> ala__D_c + gly_c,ok,ok,ok,ok,ok,ok
DALALEUD,balaleu_c + h2o_c --> ala__D_c + leu__L_c,ok,ok,ok,ok,ok,ok
DALAOX,ala__D_c + h2o_c + o2_c --> h2o2_c + nh4_c + pyr_c,ok,ok,ok,DAAD,ok,ok
DALAabcpp,ala__D_p + atp_c + h2o_c --> adp_c + ala__D_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
DALAt2pp,ala__D_p + h_p --> ala__D_c + h_c,ok,ok,ok,ok,ok,ok
DAPDC,26dap__M_c + h_c --> co2_c + lys__L_c,ok,ok,ok,ok,ok,ok
DAPE,26dap_LL_c <=> 26dap__M_c,ok,ok,ok,ok,ok,only when going backwards
DARBabcpp,arab__D_p + atp_c + h2o_c --> adp_c + arab__D_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
DARBt3ipp,arab__D_c + h_p --> arab__D_p + h_c,ok,ok,ok,ok,ok,ok
DASYN120,ctp_c + h_c + pa120_c --> cdpdddecg_c + ppi_c,ok,ok,ok,ok,ok,ok
DASYN140,ctp_c + h_c + pa140_c --> cdpdtdecg_c + ppi_c,ok,ok,ok,ok,ok,ok
DASYN141,ctp_c + h_c + pa141_c --> cdpdtdec7eg_c + ppi_c,ok,ok,ok,ok,ok,ok
DASYN160,ctp_c + h_c + pa160_c --> cdpdhdecg_c + ppi_c,ok,ok,ok,ok,ok,ok
DASYN161,ctp_c + h_c + pa161_c --> cdpdhdec9eg_c + ppi_c,ok,ok,ok,ok,ok,ok
DASYN180,ctp_c + h_c + pa180_c --> cdpdodecg_c + ppi_c,ok,ok,ok,ok,ok,ok
DASYN181,ctp_c + h_c + pa181_c --> cdpdodec11eg_c + ppi_c,ok,ok,ok,ok,ok,ok
DATPHs,datp_c + h2o_c + h_c --> ditp_c + nh4_c,ok,ok,ok,ok,ok,ok
DB4PS,ru5p__D_c --> db4p_c + for_c + h_c,ok,ok,ok,ok,ok,ok
DBTS,atp_c + co2_c + dann_c --> adp_c + dtbt_c + 3.0 h_c + pi_c,ok,ok,ok,ok,ok,ok
DC6PH,chtbs6p_c + h2o_c --> acgam6p_c + acgam_c,ok,ok,ok,ok,ok,ok
DCAtex,dca_e <=> dca_p,ok,ok,ok,ok,ok,only when going backwards
DCTPD,dctp_c + h2o_c + h_c --> dutp_c + nh4_c,ok,ok,ok,ok,ok,ok
DDGALK,2dh3dgal_c + atp_c --> 2dh3dgal6p_c + adp_c + h_c,ok,ok,ok,ok,ok,ok
DDGLK,2ddglcn_c + atp_c --> 2ddg6p_c + adp_c + h_c,ok,ok,ok,ok,ok,ok
DDPA,e4p_c + h2o_c + pep_c --> 2dda7p_c + pi_c,ok,ok,ok,ok,ok,ok
DDPGA,4h2oglt_c <=> glx_c + pyr_c,ok,ok,ok,ok,ok,only when going backwards
DDPGALA,2dh3dgal6p_c <=> g3p_c + pyr_c,ok,ok,ok,ok,ok,only when going backwards
DESATPG160,2.0 h_c + 2.0 nadph_c + 2.0 o2_c + pg160_c --> 4.0 h2o_c + 2.0 nadp_c + pg161_c,ok,ok,ok,ok,ok,ok
DGK1,atp_c + dgmp_c <=> adp_c + dgdp_c,ok,ok,ok,ok,ok,ok
DGNSK,atp_c + dgsn_c --> adp_c + dgmp_c + h_c,ok,ok,ok,ok,ok,ok
DGUNC,2.0 gtp_c --> cdigmp_c + 2.0 ppi_c,ok,ok,ok,ok,ok,ok
DH23t,23dhb_c + h_c --> d23hb_e,ok,ok,ok,ok,ok,ok
DHACOAH,23dhacoa_c + h2o_c <=> 3hadpcoa_c,ok,ok,ok,ok,ok,only when going backwards
DHAD1,23dhmb_c --> 3mob_c + h2o_c,ok,ok,ok,ok,ok,ok
DHAD2,23dhmp_c --> 3mop_c + h2o_c,ok,ok,ok,ok,ok,ok
DHAK,atp_c + dha_c --> adp_c + dhap_c + h_c,ok,ok,ok,ok,ok,ok
DHAPT,dha_c + pep_c --> dhap_c + pyr_c,ok,ok,ok,ok,ok,ok
DHBD,23ddhb_c + nad_c <=> 23dhb_c + h_c + nadh_c,ok,ok,ok,ok,ok,only when going backwards
