reaction_id,reaction_equation,duplicate_test_exact,duplicate_test_directions,duplicate_test_coefficients,duplicate_test_redox,diphosphate_test,dead_end_test
4PEPTabcpp,LalaDgluMdapDala_p + atp_c + h2o_c --> LalaDgluMdapDala_c + adp_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
4PEPTtex,LalaDgluMdapDala_e <=> LalaDgluMdapDala_p,ok,ok,ok,ok,ok,only when going backwards
5DGLCNR,5dglcn_c + h_c + nadph_c --> glcn_c + nadp_c,ok,ok,ok,5DKGR,ok,ok
5DKGR,glcn_c + nad_c <=> 5dglcn_c + h_c + nadh_c,ok,ok,ok,5DGLCNR,ok,ok
5DOAN,dad_5_c + h2o_c --> 5drib_c + ade_c,ok,ok,ok,ok,ok,ok
6PGCt6,6pgc_e + h_e <=> 6pgc_c + h_c,ok,ok,ok,ok,ok,ok
6PHBG_2,cellb6p_c + h2o_c --> g6p_c + glc__D_c + 2.0 h_c,ok,ok,ok,ok,ok,ok
AABTN,4aabutn_c + h2o_c --> 4abut_c + ac_c,ok,ok,ok,ok,ok,ok
AACPS3,ACP_c + atp_c + hdca_c --> amp_c + palmACP_c + ppi_c,ok,ok,ok,ok,ok,ok
AACPS6,ACP_c + atp_c + ocdca_c --> amp_c + ocdcaACP_c + ppi_c,ok,ok,ok,ok,ok,ok
AACPS9,ACP_c + atp_c + octa_c --> amp_c + ocACP_c + ppi_c,ok,ok,ok,ok,ok,ok
AACTOOR,aact_c + h2o_c + o2_c --> h2o2_c + mthgxl_c + nh4_c,ok,ok,ok,ok,ok,ok
AALDH,h_c + nadh_c + pacald_c <=> nad_c + pea_c,ok,ok,ok,ok,ok,only when going backwards
AB6PGH,arbt6p_c + h2o_c --> g6p_c + hqn_c,ok,ok,ok,ok,ok,ok
ABTA,4abut_c + akg_c --> glu__L_c + sucsal_c,ok,ok,ok,ok,ok,ok
ABTDG,abt__D_c + nad_c <=> h_c + nadh_c + xylu__D_c,ok,ok,ok,ok,ok,only when going backwards
ABTpp2,abt__D_e + h_e --> abt__D_c + h_c,ok,ok,ok,ok,ok,ok
ABTt,abt_e <=> abt_c,ok,ok,ok,ok,ok,only when going forwards
ABUTD,4abutn_c + h2o_c + nad_c --> 4abut_c + 2.0 h_c + nadh_c,ok,ok,ok,4ABUTD,ok,ok
ACACT1r,2.0 accoa_c <=> aacoa_c + coa_c,ok,ok,ok,ok,ok,ok
ACACT2r,accoa_c + btcoa_c <=> 3ohcoa_c + coa_c,ok,ok,ok,ok,ok,ok
ACACT3r,accoa_c + hxcoa_c <=> 3oocoa_c + coa_c,ok,ok,ok,ok,ok,ok
ACACT4r,accoa_c + occoa_c <=> 3odcoa_c + coa_c,ok,ok,ok,ok,ok,ok
ACACT5r,accoa_c + dcacoa_c <=> 3oddcoa_c + coa_c,ok,ok,ok,ok,ok,ok
ACACT6r,accoa_c + ddcacoa_c <=> 3otdcoa_c + coa_c,ok,ok,ok,ok,ok,ok
ACACT7r,accoa_c + tdcoa_c <=> 3ohdcoa_c + coa_c,ok,ok,ok,ok,ok,ok
ACACT8r,3ohodcoa_c + coa_c <=> accoa_c + pmtcoa_c,ok,ok,ok,ok,ok,ok
ACALDt,acald_e <=> acald_c,ok,ok,ok,ok,ok,ok
ACCOAC,accoa_c + atp_c + hco3_c --> adp_c + h_c + malcoa_c + pi_c,ok,ok,ok,ok,ok,ok
ACCOAL,atp_c + coa_c + ppa_c --> adp_c + pi_c + ppcoa_c,ok,ok,ok,ok,ok,ok
ACGAMPM,acgam6p_c <=> acgam1p_c,ok,ok,ok,ok,ok,ok
ACGApts,acgam_e + pep_c --> acgam6p_c + pyr_c,ok,ok,ok,ok,ok,ok
ACGAptspp,acgam_p + pep_c --> acgam6p_c + pyr_c,ok,ok,ok,ok,ok,ok
ACGAtex,acgam_e <=> acgam_p,ok,ok,ok,ok,ok,only when going backwards
ACGK,acglu_c + atp_c --> acg5p_c + adp_c,ok,ok,ok,ok,ok,ok
ACGLUtd,acglu_c <=> acglu_e,ok,ok,ok,ok,ok,ok
ACGS,accoa_c + glu__L_c --> acglu_c + coa_c + h_c,ok,ok,ok,ok,ok,ok
ACHBS,2obut_c + h_c + pyr_c --> 2ahbut_c + co2_c,ok,ok,ok,ok,ok,ok
ACKr,ac_c + atp_c <=> actp_c + adp_c,ok,ok,ok,ok,ok,ok
ACLS,h_c + 2.0 pyr_c --> alac__S_c + co2_c,ok,ok,ok,ok,ok,ok
ACM6PH,acmum6p_c + h2o_c --> acgam6p_c + lac__D_c,ok,ok,ok,ok,ok,ok
ACMUMptspp,acmum_p + pep_c --> acmum6p_c + pyr_c,ok,ok,ok,ok,ok,ok
ACMUMtex,acmum_e --> acmum_p,ok,ok,ok,ok,ok,ok
ACNAMt2,acnam_e + h_e --> acnam_c + h_c,ok,ok,ok,ok,ok,ok
ACNPLYS,acmana_c + h2o_c + pep_c <=> acnam_c + pi_c,ok,ok,ok,ok,ok,only when going forwards
ACOAD1,b2coa_c + h_c + nadh_c --> btcoa_c + nad_c,ok,ok,ok,ACOAD1f;T2ECR,ok,ok
ACOAD1f,btcoa_c + fad_c --> b2coa_c + fadh2_c,ok,ok,ok,ACOAD1;T2ECR,ok,ok
ACOAD2,h_c + hx2coa_c + nadh_c <=> hxcoa_c + nad_c,ok,ok,ok,ACOAD2f,ok,ok
ACOAD20,2.0 2mbcoa_c + o2_c --> 2.0 2mb2coa_c + 2.0 h2o_c,ok,ok,ok,ok,ok,ok
ACOAD23f,fad_c + hdcoa_c <=> fadh2_c + hd2coa_c,ok,ok,ok,ok,ok,only when going backwards
ACOAD24f,fad_c + tdecoa_c <=> fadh2_c + tde2coa_c,ok,ok,ok,ok,ok,ok
ACOAD26f,fad_c + odecoa_c <=> fadh2_c + ode2coa_c,ok,ok,ok,ok,ok,only when going backwards
ACOAD27f,fad_c + hdd7coa_c <=> fadh2_c + hdd7_2_coa_c,ok,ok,ok,ok,ok,only when going backwards
ACOAD28f,fad_c + tded5coa_c <=> fadh2_c + tded5_2_coa_c,ok,ok,ok,ok,ok,only when going backwards
ACOAD2f,fad_c + hxcoa_c <=> fadh2_c + hx2coa_c,ok,ok,ok,ACOAD2,ok,ok
ACOAD3,nad_c + occoa_c <=> h_c + nadh_c + oc2coa_c,ok,ok,ok,ACOAD3f,ok,ok
ACOAD34f,dec4coa_c + fad_c <=> dec4_2_coa_c + fadh2_c,ok,ok,ok,ok,ok,only when going backwards
ACOAD3f,fad_c + occoa_c <=> fadh2_c + oc2coa_c,ok,ok,ok,ACOAD3,ok,ok
ACOAD4f,dcacoa_c + fad_c <=> dc2coa_c + fadh2_c,ok,ok,ok,ok,ok,ok
ACOAD5f,ddcacoa_c + fad_c <=> dd2coa_c + fadh2_c,ok,ok,ok,ok,ok,ok
ACOAD6,nad_c + tdcoa_c <=> h_c + nadh_c + td2coa_c,ok,ok,ok,ACOAD6f,ok,ok
ACOAD6f,fad_c + tdcoa_c <=> fadh2_c + td2coa_c,ok,ok,ok,ACOAD6,ok,ok
ACOAD7,nad_c + pmtcoa_c <=> h_c + hdd2coa_c + nadh_c,ok,ok,ok,ACOAD7f,ok,ok
ACOAD7f,fad_c + pmtcoa_c <=> fadh2_c + hdd2coa_c,ok,ok,ok,ACOAD7,ok,ok
ACOAD8f,fad_c + stcoa_c <=> fadh2_c + od2coa_c,ok,ok,ok,ok,ok,ok
ACOADH2,2.0 ibcoa_c + o2_c --> 2.0 2mp2coa_c + 2.0 h2o_c,ok,ok,ok,ok,ok,ok
ACONT,cit_c <=> icit_c,ok,ok,ok,ok,ok,ok
ACOTA,acorn_c + akg_c <=> acg5sa_c + glu__L_c,ok,ok,ok,ok,ok,only when going forwards
ACP1_FMN,fmn_c + h2o_c --> pi_c + ribflv_c,ok,ok,ok,ok,ok,ok
ACPS1,apoACP_c + coa_c --> ACP_c + pap_c,ok,ok,ok,ok,ok,ok
ACPpds,ACP_c + h2o_c --> apoACP_c + 2.0 h_c + pan4p_c,ok,ok,ok,ok,ok,ok
ACS,ac_c + atp_c + coa_c --> accoa_c + amp_c + ppi_c,ok,ok,ok,ok,ok,ok
ACS2,atp_c + coa_c + ppa_c --> amp_c + ppcoa_c + ppi_c,ok,ok,ok,ok,ok,ok
ACSERtex,acser_e <=> acser_p,ok,ok,ok,ok,ok,only when going forwards
ACSERtpp,acser_c --> acser_p,ok,ok,ok,ok,ok,ok
ACSPHAC101,R3hdec4e_c + atp_c + coa_c --> R3hdec4coa_c + amp_c + ppi_c,ok,ok,ok,ok,ok,ok
ACSPHAC121,R_3hdd5ea_c + atp_c + coa_c --> R_3hcddec5ecoa_c + amp_c + ppi_c,ok,ok,ok,ok,ok,ok
ACSPHAC121d6,R_3hdd6e_c + atp_c + coa_c --> R_3hdd6coa_c + amp_c + ppi_c,ok,ok,ok,ok,ok,ok
ACSPHAC142,R_3htd58e_c + atp_c + coa_c --> R_3htd58coa_c + amp_c + ppi_c,ok,ok,ok,ok,ok,ok
ACSPHAC70,R_3hhpa_c + atp_c + coa_c --> R_3hhpcoa_c + amp_c + ppi_c,ok,ok,ok,ok,ok,ok
ACSPHAC90,R_3hnonaa_c + atp_c + coa_c --> R_3hnonacoa_c + amp_c + ppi_c,ok,ok,ok,ok,ok,ok
ACSPHACP100,R_3hpdeca_c + atp_c + coa_c --> R_3hpdecacoa_c + amp_c + ppi_c,ok,ok,ok,ok,ok,ok
ACSPHACP40,R_3hpba_c + atp_c + coa_c --> R_3hpbcoa_c + amp_c + ppi_c,ok,ok,ok,ok,ok,ok
ACSPHACP50,R_3hppta_c + atp_c + coa_c --> R_3hpptcoa_c + amp_c + ppi_c,ok,ok,ok,ok,ok,ok
ACSPHACP60,R_3hphxa_c + atp_c + coa_c --> R_3hphxacoa_c + amp_c + ppi_c,ok,ok,ok,ok,ok,ok
ACSPHACP70,R_3hphpa_c + atp_c + coa_c --> R_3hphpcoa_c + amp_c + ppi_c,ok,ok,ok,ok,ok,ok
ACSPHACP80,R_3hpocta_c + atp_c + coa_c --> R_3hpoctacoa_c + amp_c + ppi_c,ok,ok,ok,ok,ok,ok
ACSPHACP90,R_3hpnona_c + atp_c + coa_c --> R_3hpnonacoa_c + amp_c + ppi_c,ok,ok,ok,ok,ok,ok
ACSPHACT40,R_3h4atba_c + atp_c + coa_c --> R_3h4atbcoa_c + amp_c + ppi_c,ok,ok,ok,ok,ok,ok
ACSPHACT60,R_3h6atha_c + atp_c + coa_c --> R_3h6athcoa_c + amp_c + ppi_c,ok,ok,ok,ok,ok,ok
ACTD,actn__R_c + nad_c --> diact_c + h_c + nadh_c,ok,ACTD_1,ACTD_1,ACTDa,ok,ok
ACTD2,actn__R_c + coa_c + nad_c --> acald_c + accoa_c + h_c + nadh_c,ok,ok,ok,ok,ok,ok
ACTD_1,diact_c + h_c + nadh_c --> actn__R_c + nad_c,ok,ACTD,ACTD,ACTDa,ok,ok
ACTDa,actn__R_c + nadp_c --> diact_c + h_c + nadph_c,ok,ok,ok,ACTD;ACTD_1,ok,ok
ACTNabc,actn__R_e + atp_c + h2o_c --> actn__R_c + adp_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
ACYP_2,actp_c + h2o_c --> ac_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
ACYSBMNt,acysbmn_c <=> acysbmn_e,ok,ok,ok,ok,ok,only when going backwards
ADA,adn_c + h2o_c + h_c --> ins_c + nh4_c,ok,ok,ok,ok,ok,ok
ADADir,atp_c + dcyt_c --> adp_c + dcmp_c + h_c,ok,ok,ok,ok,ok,ok
ADAPAT,glu__L_c + nal2a6o_c <=> akg_c + n6all26d_c,ok,ok,ok,ok,ok,ok
ADCL,4adcho_c --> 4abz_c + h_c + pyr_c,ok,ok,ok,ok,ok,ok
ADCPS2,adcobhex_c + applp_c + atp_c --> adocbip_c + adp_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
ADCS,chor_c + gln__L_c --> 4adcho_c + glu__L_c,ok,ok,ok,ok,ok,ok
ADD,ade_c + h2o_c + h_c --> hxan_c + nh4_c,ok,ok,ok,ok,ok,ok
ADEt2rpp,ade_p + h_p --> ade_c + h_c,ok,ok,ok,ok,ok,ok
ADEtex,ade_e <=> ade_p,ok,ok,ok,ok,ok,only when going backwards
ADK1,amp_c + atp_c <=> 2.0 adp_c,ok,ok,ok,ok,ok,ok
ADK2,amp_c + pppi_c <=> adp_c + ppi_c,ok,ok,ok,ok,should be irreversible,ok
ADNCYC,atp_c --> camp_c + ppi_c,ok,ok,ok,ok,ok,ok
ADNUC,adn_c + h2o_c --> ade_c + rib__D_c,ok,ok,ok,ok,ok,ok
ADNt2,adn_e + h_e --> adn_c + h_c,ok,ok,ok,ok,ok,ok
ADNt2pp,adn_p + h_p --> adn_c + h_c,ok,ok,ok,ok,ok,ok
ADNtex,adn_e <=> adn_p,ok,ok,ok,ok,ok,ok
ADOCBIAH,adocbi_c + h2o_c <=> adcobhex_c + appl_c,ok,ok,ok,ok,ok,only when going backwards
ADPGLC,adpglc_c + h2o_c --> amp_c + g1p_c + 2.0 h_c,ok,ok,ok,ok,ok,ok
ADPRDP,adprib_c + h2o_c --> amp_c + 2.0 h_c + r5p_c,ok,ok,ok,ok,ok,ok
ADPT,ade_c + prpp_c --> amp_c + ppi_c,ok,ok,ok,ok,ok,ok
ADSL1r,dcamp_c <=> amp_c + fum_c,ok,ok,ok,ok,ok,only when going backwards
ADSL2r,25aics_c <=> aicar_c + fum_c,ok,ok,ok,ok,ok,only when going backwards
ADSS,asp__L_c + gtp_c + imp_c --> dcamp_c + gdp_c + 2.0 h_c + pi_c,ok,ok,ok,ok,ok,ok
AEPPYRTA,2ameph_c + pyr_c --> Pald_c + ala__L_c,ok,ok,ok,ok,ok,ok
AEPabcpp,2ameph_p + atp_c + h2o_c --> 2ameph_c + adp_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
AEPtex,2ameph_e <=> 2ameph_p,ok,ok,ok,ok,ok,only when going backwards
AGDC,acgam6p_c + h2o_c --> ac_c + gam6p_c,ok,ok,ok,ok,ok,ok
AGM3PApp,anhgm3p_p + h2o_p --> LalaDgluMdap_p + anhgm_p,ok,ok,ok,ok,ok,ok
AGM4PCPpp,anhgm4p_p + h2o_p --> ala__D_p + anhgm3p_p,ok,ok,ok,ok,ok,ok
AGMDA,agm_c + h2o_c --> Ncbmpts_c + nh4_c,ok,ok,ok,ok,ok,ok
AGMPTRCtpp,agm_p + ptrc_c <=> agm_c + ptrc_p,ok,ok,ok,ok,ok,only when going backwards
AGMtex,agm_e <=> agm_p,ok,ok,ok,ok,ok,only when going backwards
AGPAT160,1hdecg3p_c + palmACP_c --> ACP_c + pa160_c,ok,ok,ok,ok,ok,ok
AGPAT180,1odecg3p_c + ocdcaACP_c --> ACP_c + pa180_c,ok,ok,ok,ok,ok,ok
AGPATr_BS,0.01 1ag3p_BS_c + 0.07 fa11coa_c + 0.17 fa12coa_c + 0.01 fa1coa_c + 0.2 fa3coa_c + 0.34 fa4coa_c + 0.05 fa6coa_c + 0.1 pmtcoa_c + 0.03 strcoa_c + 0.03 tdcoa_c <=> 0.01 12dag3p_BS_c + coa_c,ok,ok,ok,ok,ok,only when going backwards
AGPR,acg5sa_c + nadp_c + pi_c <=> acg5p_c + h_c + nadph_c,ok,ok,ok,ok,ok,only when going forwards
AH6PI,ah6p__D_c <-- f6p_c,ok,ok,ok,ok,ok,ok
AHCYSNS,ahcys_c + h2o_c --> ade_c + rhcys_c,ok,ok,ok,ok,ok,ok
AHCi,ahcys_c + h2o_c <=> adn_c + hcys__L_c,ok,ok,ok,ok,ok,ok
AHMMPS_1,air_c + h2o_c --> 4ahmmp_c + gcald_c + 0.5 o2_c + pi_c,ok,ok,ok,ok,ok,ok
AHSERL2,achms_c + h2s_c --> ac_c + h_c + hcys__L_c,ok,ok,ok,ok,ok,ok
AHSERL4,acser_c + trdrd_c + tsul_c --> ac_c + cys__L_c + h_c + so3_c + trdox_c,ok,ok,ok,ok,ok,ok
AICART,10fthf_c + aicar_c <=> fprica_c + thf_c,ok,ok,ok,ok,ok,only when going backwards
AIRC1,air_c + atp_c + co2_c + h2o_c --> 5aizc_c + adp_c + 2.0 h_c + pi_c,ok,ok,ok,ok,ok,ok
AIRCr,air_c + co2_c <=> 5aizc_c + h_c,ok,ok,ok,ok,ok,ok
AKGDH,akg_c + coa_c + nad_c --> co2_c + nadh_c + succoa_c,ok,ok,ok,ok,ok,ok
AKGDa,akg_c + h_c + lpam_c <=> co2_c + sdhlam_c,ok,ok,ok,ok,ok,only when going backwards
AKGDb,coa_c + sdhlam_c --> dhlam_c + succoa_c,ok,ok,ok,ok,ok,ok
AKGt2r,akg_e + h_e --> akg_c + h_c,ok,ok,ok,ok,ok,ok
AKGt2rpp,akg_p + h_p --> akg_c + h_c,ok,ok,ok,ok,ok,ok
AKGtex,akg_e <=> akg_p,ok,ok,ok,ok,ok,only when going backwards
ALAALAabcpp,alaala_p + atp_c + h2o_c --> adp_c + alaala_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
ALAALAr,2.0 ala__D_c + atp_c <=> adp_c + alaala_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
ALAD_L,ala__L_c + h2o_c + nad_c --> h_c + nadh_c + nh4_c + pyr_c,ok,ok,ok,ok,ok,ok
ALAGLNtr,ala_gln_e + atp_c + h2o_c --> adp_c + ala_gln_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
ALAGLUabcpp,LalaLglu_p + atp_c + h2o_c --> LalaLglu_c + adp_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
ALAGLYtr,alagly_e + atp_c + h2o_c --> adp_c + alagly_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
ALAHISabcpp,alahis_p + atp_c + h2o_c --> adp_c + alahis_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
ALAHIStex,alahis_e <=> alahis_p,ok,ok,ok,ok,ok,only when going backwards
ALAHIStr,ala_his_e + atp_c + h2o_c --> adp_c + ala_his_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
ALALEUabcpp,alaleu_p + atp_c + h2o_c --> adp_c + alaleu_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
ALALEUt,ala_leu_e + atp_c + h2o_c --> adp_c + ala_leu_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
ALALEUtex,alaleu_e <=> alaleu_p,ok,ok,ok,ok,ok,only when going backwards
ALAR,ala__L_c <=> ala__D_c,ok,ok,ok,ok,ok,ok
ALATA_L,akg_c + ala__L_c <=> glu__L_c + pyr_c,ok,ok,ok,ok,ok,ok
ALATHRabcpp,alathr_p + atp_c + h2o_c --> adp_c + alathr_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
ALATHRtex,alathr_e <=> alathr_p,ok,ok,ok,ok,ok,only when going backwards
ALATHRtr,ala_L_thr__L_e + atp_c + h2o_c --> adp_c + ala_L_thr__L_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
ALATRPabcpp,alatrp_p + atp_c + h2o_c --> adp_c + alatrp_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
ALATRPtex,alatrp_e <=> alatrp_p,ok,ok,ok,ok,ok,only when going backwards
ALAabc,ala__L_e + atp_c + h2o_c --> adp_c + ala__L_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
ALAabcpp,ala__L_p + atp_c + h2o_c --> adp_c + ala__L_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
ALAtex,ala__L_e <=> ala__L_p,ok,ok,ok,ok,ok,only when going backwards
ALCD1,meoh_c + nad_c <=> fald_c + h_c + nadh_c,ok,ok,ok,ok,ok,ok
ALCD19,glyald_c + h_c + nadh_c <=> glyc_c + nad_c,ok,ok,ok,ALCD19y,ok,ok
ALCD19y,glyald_c + h_c + nadph_c <=> glyc_c + nadp_c,ok,ok,ok,ALCD19,ok,ok
ALCD2ir,acald_c + h_c + nadh_c <=> etoh_c + nad_c,ok,ALCD2x,ALCD2x,ALCD2y,ok,ok
ALCD2x,etoh_c + nad_c <=> acald_c + h_c + nadh_c,ok,ALCD2ir,ALCD2ir,ALCD2y,ok,ok
ALCD2y,etoh_c + nadp_c <=> acald_c + h_c + nadph_c,ok,ok,ok,ALCD2ir;ALCD2x,ok,ok
ALDD1,fald_c + h2o_c + nad_c --> for_c + 2.0 h_c + nadh_c,ok,ok,ok,ok,ok,ok
ALDD20x,h2o_c + id3acald_c + nad_c --> 2.0 h_c + ind3ac_c + nadh_c,ok,ok,ok,ALDD20y,ok,ok
ALDD20y,h2o_c + id3acald_c + nadp_c --> 2.0 h_c + ind3ac_c + nadph_c,ok,ok,ok,ALDD20x,ok,ok
ALDD2x,acald_c + h2o_c + nad_c --> ac_c + 2.0 h_c + nadh_c,ok,ok,ok,ALDD2y,ok,ok
ALDD2y,acald_c + h2o_c + nadp_c --> ac_c + 2.0 h_c + nadph_c,ok,ok,ok,ALDD2x,ok,ok
ALDD31,aacald_c + h2o_c + nad_c <=> gly_c + 2.0 h_c + nadh_c,ok,ok,ok,ok,ok,only when going backwards
ALDD3y,h2o_c + nadp_c + ppal_c --> 2.0 h_c + nadph_c + ppa_c,ok,ok,ok,ok,ok,ok
ALDD4,btal_c + h2o_c + nad_c --> but_c + 2.0 h_c + nadh_c,ok,ok,ok,ok,ok,ok
ALKP,dhap_c + h2o_c --> dha_c + pi_c,ok,ok,ok,ok,ok,ok
ALLTAMH,alltt_c + 2.0 h2o_c + 2.0 h_c --> co2_c + 2.0 nh4_c + urdglyc_c,ok,ok,ok,ok,ok,ok
ALLTN,alltn_c + h2o_c --> alltt_c + h_c,ok,ok,ok,ok,ok,ok
ALLTNt2rpp,alltn_p + h_p --> alltn_c + h_c,ok,ok,ok,ok,ok,ok
ALLTNtex,alltn_e <=> alltn_p,ok,ok,ok,ok,ok,only when going backwards
ALPHNH,allphn_c + h2o_c + 3.0 h_c --> 2.0 co2_c + 2.0 nh4_c,ok,ok,ok,ok,ok,ok
ALR2,h_c + mthgxl_c + nadph_c --> acetol_c + nadp_c,ok,ok,ok,ok,ok,ok
ALR3,acetol_c + h_c + nadph_c --> 12ppd__S_c + nadp_c,ok,ok,ok,ok,ok,ok
ALR4x,acetol_c + h_c + nadh_c --> 12ppd__R_c + nad_c,ok,ok,ok,ok,ok,ok
AMMQLT8,2dmmql8_c + amet_c --> ahcys_c + h_c + mql8_c,ok,ok,ok,ok,ok,ok
AMMQT8_2,2dmmq8_c + amet_c --> ahcys_c + h_c + mqn8_c,ok,ok,ok,ok,ok,ok
AMPEP1,gly_asn__L_c + h2o_c <=> asn__L_c + gly_c,ok,ok,ok,ok,ok,only when going backwards
AMPEP10,gly_asp__L_c + h2o_c <=> asp__L_c + gly_c,ok,ok,ok,ok,ok,only when going backwards
AMPEP11,gly_pro__L_c + h2o_c --> gly_c + h_c + pro__L_c,ok,ok,ok,ok,ok,ok
AMPEP12,ala_gln_c + h2o_c <=> ala__L_c + gln__L_c,ok,ok,ok,ok,ok,only when going backwards
AMPEP13,ala_L_asp__L_c + h2o_c <=> ala__L_c + asp__L_c,ok,ok,ok,ok,ok,only when going backwards
AMPEP14,h2o_c + h_c + met_L_ala__L_c <=> ala__L_c + met__L_c,ok,ok,ok,ok,ok,only when going backwards
AMPEP15,h2o_c + prohisglu_c --> glu__L_c + his__L_c + pro__L_c,ok,ok,ok,ok,ok,ok
AMPEP16,h2o_c + lysglugly_c --> glu__L_c + gly_c + lys__L_c,ok,ok,ok,ok,ok,ok
AMPEP17,glyglygln_c + h2o_c --> gln__L_c + 2.0 gly_c,ok,ok,ok,ok,ok,ok
AMPEP18,h2o_c + serglugly_c --> glu__L_c + gly_c + ser__L_c,ok,ok,ok,ok,ok,ok
AMPEP2,ala_L_thr__L_c + h2o_c <=> ala__L_c + thr__L_c,ok,ok,ok,ok,ok,only when going backwards
AMPEP3,gly_gln_c + h2o_c <=> gln__L_c + gly_c,ok,ok,ok,ok,ok,only when going backwards
AMPEP4,alagly_c + h2o_c <=> ala__L_c + gly_c,ok,ok,ok,ok,ok,only when going backwards
AMPEP5,ala_L_glu__L_c + h2o_c <=> ala__L_c + glu__L_c,ok,ok,ok,ok,ok,only when going backwards
AMPEP6,ala_leu_c + h2o_c <=> ala__L_c + leu__L_c,ok,ok,ok,ok,ok,only when going backwards
AMPEP7,ala_his_c + h2o_c <=> ala__L_c + his__L_c,ok,ok,ok,ok,ok,only when going backwards
AMPEP8,gly_glu__L_c + h2o_c <=> glu__L_c + gly_c,ok,ok,ok,ok,ok,only when going backwards
AMPEP9,gly_met_c + h2o_c <=> gly_c + met__L_c,ok,ok,ok,ok,ok,only when going backwards
AMPTASEAH,alahis_c + h2o_c --> ala__L_c + his__L_c,ok,ok,ok,ok,ok,ok
AMPTASEAL,alaleu_c + h2o_c --> ala__L_c + leu__L_c,ok,ok,ok,ok,ok,ok
AMPTASEAT,alathr_c + h2o_c --> ala__L_c + thr__L_c,ok,ok,ok,ok,ok,ok
AMPTASEATRP,alatrp_c + h2o_c --> ala__L_c + trp__L_c,ok,ok,ok,ok,ok,ok
AMPTASECG,cgly_c + h2o_c --> cys__L_c + gly_c,ok,ok,ok,ok,ok,ok
AMPTASEGGLN,glygln_c + h2o_c --> gln__L_c + gly_c,ok,ok,ok,ok,ok,ok
AMPTASEGGLU,glyglu_c + h2o_c --> glu__L_c + gly_c,ok,ok,ok,ok,ok,ok
AMPTASEGM,glymet_c + h2o_c --> gly_c + met__L_c,ok,ok,ok,ok,ok,ok
AMPTASEGS,glyser_c + h2o_c --> gly_c + ser__L_c,ok,ok,ok,ok,ok,ok
AMPTASEHG,h2o_c + hisgly_c --> gly_c + his__L_c,ok,ok,ok,ok,ok,ok
AMPTASEHH,h2o_c + hishis_c --> 2.0 his__L_c,ok,ok,ok,ok,ok,ok
AMPTASEPG,h2o_c + progly_c --> gly_c + pro__L_c,ok,ok,ok,ok,ok,ok
AMPtex,amp_e <=> amp_p,ok,ok,ok,ok,ok,only when going backwards
ANHGMtex,anhgm_e <=> anhgm_p,ok,ok,ok,ok,ok,only when going forwards
ANPRT,anth_c + prpp_c --> ppi_c + pran_c,ok,ok,ok,ok,ok,ok
ANS,chor_c + gln__L_c --> anth_c + glu__L_c + h_c + pyr_c,ok,ok,ok,ok,ok,ok
APENTAMAH2,5apentam_c + h2o_c + h_c --> 5aptn_c + nh4_c,ok,ok,ok,ok,ok,ok
APPLDHr,aact_c + h_c + nadh_c <=> appl_c + nad_c,ok,ok,ok,ok,ok,only when going forwards
APRAUR,5apru_c + h_c + nadph_c --> 5aprbu_c + nadp_c,ok,ok,ok,ok,ok,ok
APRTO2,aprut_c + h2o_c + o2_c --> h2o2_c + n4abutn_c + nh4_c,ok,ok,ok,ok,ok,ok
APSR,aps_c + trdrd_c --> amp_c + 2.0 h_c + so3_c + trdox_c,ok,ok,ok,ok,ok,ok
APTNAT,5aptn_c + akg_c <=> glu__L_c + oxptn_c,ok,ok,ok,ok,ok,only when going backwards
ARABDI,arab__D_c <=> rbl__D_c,ok,ok,ok,ok,ok,only when going forwards
ARABR,arab__L_c + h_c + nadph_c --> abt_c + nadp_c,ok,ok,ok,ok,ok,ok
ARAI,arab__L_c <=> rbl__L_c,ok,ok,ok,ok,ok,only when going backwards
ARBTpts,arbt_e + pep_c --> arbt6p_c + pyr_c,ok,ok,ok,ok,ok,ok
ARBabc,arab__L_e + atp_c + h2o_c --> adp_c + arab__L_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
ARBabcpp,arab__L_p + atp_c + h2o_c --> adp_c + arab__L_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
ARBt2r,arab__L_e + h_e --> arab__L_c + h_c,ok,ok,ok,ok,ok,ok
