reaction_id,reaction_equation,duplicate_test_exact,duplicate_test_directions,duplicate_test_coefficients,duplicate_test_redox,diphosphate_test,dead_end_test
APCt6,apc_p + h_p --> apc_e + h_c,ok,ok,ok,ok,ok,ok
APCtex,apc_e <=> apc_p,ok,ok,ok,ok,ok,only when going backwards
APCtpp,apc_p --> apc_c,ok,ok,ok,ok,ok,ok
APG3PAT160,glyc3p_c + hdcap_c --> 1hdecg3p_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
APG3PAT181,glyc3p_c + ocdceap_c --> 1odec11eg3p_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
APH140,h2o_c + ttdcap_c --> 2.0 h_c + pi_c + ttdca_c,ok,ok,ok,ok,ok,ok
APPAT,atp_c + h_c + pan4p_c --> dpcoa_c + ppi_c,ok,ok,ok,ok,ok,ok
APPLDHr,aact_c + h_c + nadh_c <=> appl_c + nad_c,ok,ok,ok,ok,ok,only when going forwards
APRAUR,5apru_c + h_c + nadph_c --> 5aprbu_c + nadp_c,ok,ok,ok,ok,ok,ok
APRTO2,aprut_c + h2o_c + o2_c --> h2o2_c + n4abutn_c + nh4_c,ok,ok,ok,ok,ok,ok
APSR,aps_c + trdrd_c --> amp_c + 2.0 h_c + so3_c + trdox_c,ok,ok,ok,APSR2,ok,ok
APSR2,aps_c + grxrd_c --> amp_c + grxox_c + 2.0 h_c + so3_c,ok,ok,ok,APSR,ok,ok
APTNAT,5aptn_c + akg_c <=> glu__L_c + oxptn_c,ok,ok,ok,ok,ok,only when going backwards
ARABDI,arab__D_c <=> rbl__D_c,ok,ok,ok,ok,ok,only when going forwards
ARAB_Lt,arab__L_e <=> arab__L_c,ok,ok,ok,ok,ok,ok
ARAT,4met2obut_c + glu__L_c <=> akg_c + h_c + met__L_c,ok,ok,ok,ok,ok,only when going backwards
ARBT6Pt,arbt6p_e <=> arbt6p_c,ok,ok,ok,ok,ok,only when going forwards
ARBTpts,arbt_e + pep_c --> arbt6p_c + pyr_c,ok,ok,ok,ok,ok,ok
ARBabc,arab__L_e + atp_c + h2o_c --> adp_c + arab__L_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
ARBabcpp,arab__L_p + atp_c + h2o_c --> adp_c + arab__L_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
ARBt2r,arab__L_e + h_e --> arab__L_c + h_c,ok,ok,ok,ok,ok,ok
ARBt3ipp,arab__L_c + h_p --> arab__L_p + h_c,ok,ok,ok,ok,ok,ok
ARD_1,dhmtp_c + o2_c --> 4met2obut_c + for_c + h_c,ok,ok,ok,ok,ok,ok
ARGDI_1,arg__L_c + h2o_c --> citr__L_c + h_c + nh3_c,ok,ok,ok,ok,ok,ok
ARGORNt3,arg__L_e + orn__L_c <=> arg__L_c + orn__L_e,ok,ok,ok,ok,ok,only when going forwards
ARGR,arg__L_c <=> arg__D_c,ok,ok,ok,ok,ok,only when going backwards
ARGSL,argsuc_c <=> arg__L_c + fum_c,ok,ok,ok,ok,ok,only when going backwards
ARGSS,asp__L_c + atp_c + citr__L_c --> amp_c + argsuc_c + h_c + ppi_c,ok,ok,ok,ok,ok,ok
ARGabc,arg__L_e + atp_c + h2o_c --> adp_c + arg__L_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
ARGabcpp,arg__L_p + atp_c + h2o_c --> adp_c + arg__L_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
ARGtex,arg__L_e <=> arg__L_p,ok,ok,ok,ok,ok,only when going backwards
AROAT,glu__L_c + h_c + pphn_c <=> Largn_c + akg_c,ok,ok,ok,ok,ok,only when going backwards
AROH,Largn_c --> co2_c + h2o_c + phe__L_c,ok,ok,ok,ok,ok,ok
ARUH,arg__L_c + pyr_c <=> 5g2oxpt_c + ala__L_c,ok,ok,ok,ok,ok,ok
ASAD,aspsa_c + nadp_c + pi_c <=> 4pasp_c + h_c + nadph_c,ok,ok,ok,ok,ok,only when going forwards
ASCBPL,ascb6p_c + h2o_c --> 3dhgulnp_c + h_c,ok,ok,ok,ok,ok,ok
ASCBpts,ascb__L_e + pep_c --> ascb6p_c + pyr_c,ok,ok,ok,ok,ok,ok
ASLP,asp__L_c + co2_c + nh4_c <=> cbasp_c + h2o_c + 2.0 h_c,ok,ok,ok,ok,ok,ok
ASNN,asn__L_c + h2o_c --> asp__L_c + nh4_c,ok,ok,ok,ok,ok,ok
ASNNpp,asn__L_p + h2o_p --> asp__L_p + nh4_p,ok,ok,ok,ok,ok,ok
ASNS1,asp__L_c + atp_c + gln__L_c + h2o_c --> amp_c + asn__L_c + glu__L_c + h_c + ppi_c,ok,ok,ok,ok,ok,ok
ASNabc,asn__L_e + atp_c + h2o_c --> adp_c + asn__L_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
ASNtex,asn__L_e <=> asn__L_p,ok,ok,ok,ok,ok,only when going backwards
ASO3t2pp,aso3_c + h_p --> aso3_p + h_c,ok,ok,ok,ok,ok,ok
ASO3t8pp,aso3_c + atp_c + h2o_c --> adp_c + aso3_p + h_c + pi_c,ok,ok,ok,ok,ok,ok
ASO3tex,aso3_e <=> aso3_p,ok,ok,ok,ok,ok,only when going forwards
ASO4rt2rpp,aso4_p + h_p --> aso4_c + h_c,ok,ok,ok,ok,ok,ok
ASO4tex,aso4_e <=> aso4_p,ok,ok,ok,ok,ok,only when going backwards
ASP1DC,asp__L_c + h_c --> ala_B_c + co2_c,ok,ok,ok,ok,ok,ok
ASP4DC,asp__L_c + h_c --> ala__L_c + co2_c,ok,ok,ok,ok,ok,ok
ASPCT,asp__L_c + cbp_c --> cbasp_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
ASPK,asp__L_c + atp_c <=> 4pasp_c + adp_c,ok,ok,ok,ok,ok,only when going backwards
ASPO1,asp__L_c + h2o_c + o2_c --> h2o2_c + nh4_c + oaa_c,ok,ok,ok,ok,ok,ok
ASPO2,asp__L_c + nad_c --> 2.0 h_c + iasp_c + nadh_c,ok,ok,ok,ASPO2y;ASPO3;ASPO4;ASPO6,ok,ok
ASPO2y,asp__L_c + nadp_c --> 2.0 h_c + iasp_c + nadph_c,ok,ok,ok,ASPO2;ASPO3;ASPO4;ASPO6,ok,ok
ASPO3,asp__L_c + q8_c --> h_c + iasp_c + q8h2_c,ok,ok,ok,ASPO2;ASPO2y;ASPO4;ASPO6,ok,ok
ASPO4,asp__L_c + mqn8_c --> h_c + iasp_c + mql8_c,ok,ok,ok,ASPO2;ASPO2y;ASPO3;ASPO6,ok,ok
ASPO5,asp__L_c + fum_c --> h_c + iasp_c + succ_c,ok,ok,ok,ok,ok,ok
ASPO6,asp__L_c + o2_c --> h2o2_c + h_c + iasp_c,ok,ok,ok,ASPO2;ASPO2y;ASPO3;ASPO4,ok,ok
ASPR,asp__D_c <=> asp__L_c,ok,ok,ok,ok,ok,asp__D_c
ASPTA,akg_c + asp__L_c <=> glu__L_c + oaa_c,ok,ok,ok,ok,ok,ok
ASPTA6,ala__L_c + oaa_c <=> asp__L_c + pyr_c,ok,ok,ok,ok,ok,ok
ASPabc,asp__L_e + atp_c + h2o_c --> adp_c + asp__L_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
ASPabcpp,asp__L_p + atp_c + h2o_c --> adp_c + asp__L_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
ASPt2_2pp,asp__L_p + 2.0 h_p --> asp__L_c + 2.0 h_c,ok,ok,ok,ok,ok,ok
ASPtex,asp__L_e <=> asp__L_p,ok,ok,ok,ok,ok,ok
ASR,aso4_c + 2.0 gthrd_c + h_c --> aso3_c + gthox_c + h2o_c,ok,ok,ok,ok,ok,ok
ATAH_1,alltt_c + h2o_c <=> urdglyc_c + urea_c,ok,ok,ok,ok,ok,ok
ATHRDHr,athr__L_c + nadp_c <=> 2aobut_c + h_c + nadph_c,ok,ok,ok,ok,ok,only when going forwards
ATPHs,atp_c + h2o_c + h_c --> itp_c + nh4_c,ok,ok,ok,ok,ok,ok
ATPPRT,atp_c + prpp_c --> ppi_c + prbatp_c,ok,ok,ok,ok,ok,ok
ATPS4rpp,adp_c + 4.0 h_p + pi_c <=> atp_c + h2o_c + 3.0 h_c,ok,ok,ok,ok,ok,ok
BALAALAabcpp,atp_c + balaala_p + h2o_c --> adp_c + balaala_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
BALAALAtex,balaala_e <=> balaala_p,ok,ok,ok,ok,ok,only when going backwards
BALABALAabcpp,atp_c + balabala_p + h2o_c --> adp_c + balabala_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
BALABALAtex,balabala_e <=> balabala_p,ok,ok,ok,ok,ok,only when going backwards
BALAGLYabcpp,atp_c + balagly_p + h2o_c --> adp_c + balagly_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
BALAGLYtex,balagly_e <=> balagly_p,ok,ok,ok,ok,ok,only when going backwards
BALALEUabcpp,atp_c + balaleu_p + h2o_c --> adp_c + balaleu_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
BALALEUtex,balaleu_e <=> balaleu_p,ok,ok,ok,ok,ok,only when going backwards
BALAMDAH,balamd_c + h2o_c --> ala_B_c + nh4_c,ok,ok,ok,ok,ok,ok
BCT1_syn,atp_c + h2o_c + hco3_p --> adp_c + h_c + hco3_c + pi_c,ok,ok,ok,ok,ok,ok
BDH,bhb_c + nad_c <=> acac_c + h_c + nadh_c,ok,ok,ok,ok,ok,only when going forwards
BETALDHx,betald_c + h2o_c + nad_c --> glyb_c + 2.0 h_c + nadh_c,ok,ok,ok,BETALDHy,ok,ok
BETALDHy,betald_c + h2o_c + nadp_c --> glyb_c + 2.0 h_c + nadph_c,ok,ok,ok,BETALDHx,ok,ok
BGLApp,cellb_p + h2o_p --> 2.0 glc__D_p,ok,ok,ok,ok,ok,ok
BLAMDabcpp,atp_c + balamd_p + h2o_c --> adp_c + balamd_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
BLAMDtex,balamd_e <=> balamd_p,ok,ok,ok,ok,ok,only when going backwards
BNOCA,btcoa_c + h_c + nadph_c --> btal_c + coa_c + nadp_c,ok,ok,ok,BTCOARx,ok,ok
BPNT,h2o_c + pap_c --> amp_c + pi_c,ok,ok,ok,ok,ok,ok
BSCT,coa_c + 4.0 h_c + sbzcoa_c <=> benzcoa_c + succoa_c,ok,ok,ok,ok,ok,ok
BTCOARx,btcoa_c + h_c + nadh_c --> btal_c + coa_c + nad_c,ok,ok,ok,BNOCA,ok,ok
BTDD_RR,btd_RR_c + nad_c <=> actn__R_c + h_c + nadh_c,ok,ok,ok,ok,ok,btd_RR_c
BTS,btal_c + h_c + nadh_c <=> 1btol_c + nad_c,ok,ok,ok,BTS_nadph,ok,only when going forwards
BTS3r,dtbt_c + 2.0 s_c <=> btn_c + h2s_c,ok,ok,ok,ok,ok,only when going forwards
BTS4,amet_c + dtbt_c + s_c --> btn_c + dad_5_c + h_c + met__L_c,ok,ok,ok,ok,ok,ok
BTS_nadph,btal_c + h_c + nadph_c --> 1btol_c + nadp_c,ok,ok,ok,BTS,ok,ok
BUP,3uib_c + h2o_c + 2.0 h_c --> 3aib_c + co2_c + nh4_c,ok,ok,ok,ok,ok,ok
BUPN,cala_c + h2o_c + 2.0 h_c --> ala_B_c + co2_c + nh4_c,UPPN,ok,ok,ok,ok,ok
BUTCT,accoa_c + but_c --> ac_c + btcoa_c,ok,ok,ok,ok,ok,ok
BUTSO3abcpp,atp_c + butso3_p + h2o_c --> adp_c + butso3_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
BUTSO3tex,butso3_e <=> butso3_p,ok,ok,ok,ok,ok,only when going backwards
BUTSabc,atp_c + buts_e + h2o_c --> adp_c + buts_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
BUTt2rpp,but_p + h_p --> but_c + h_c,ok,ok,ok,ok,ok,ok
BUTt4pp,but_p + na1_p --> but_c + na1_c,ok,ok,ok,ok,ok,ok
BUTtex,but_e <=> but_p,ok,ok,ok,ok,ok,only when going backwards
BZSCD,bzsuccoa_c + fad_c <=> fadh2_c + phitcoa_c,ok,ok,ok,ok,ok,ok
BZSCT,bzsucc_c + succoa_c <=> bzsuccoa_c + succ_c,ok,ok,ok,ok,ok,ok
BZSS,fum_c + tol_c <=> bzsucc_c,ok,ok,ok,ok,ok,ok
BZt,bz_e <=> bz_c,ok,ok,ok,ok,ok,ok
BZt1pp,bz_p + h_p --> bz_c + h_c,ok,ok,BZt2_pp,ok,ok,ok
BZt2_pp,bz_p + 2.0 h_p --> bz_c + 2.0 h_c,ok,ok,BZt1pp,ok,ok,ok
BZtex,bz_e <=> bz_p,ok,ok,ok,ok,ok,only when going backwards
CA2tex,ca2_e <=> ca2_p,ok,ok,ok,ok,ok,ca2_p
CADVtpp,15dap_c + h_p + lys__L_p --> 15dap_p + h_c + lys__L_c,ok,ok,ok,ok,ok,ok
CARNabcpp,atp_c + carn_p + h2o_c --> adp_c + carn_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
CARNtex,carn_e <=> carn_p,ok,ok,ok,ok,ok,only when going backwards
CAT,2.0 h2o2_c --> 2.0 h2o_c + o2_c,ok,ok,ok,CYTBD;CYTBD2pp;CYTBDpp;CYTBO3_4pp;GTHPi;NADHPO;THIORDXi,ok,ok
CATECHOLtex,catechol_e <=> catechol_p,ok,ok,ok,ok,ok,ok
CATECHOLtpp,catechol_p <=> catechol_c,ok,ok,ok,ok,ok,ok
CBPAH,Ncbmpts_c + 2.0 h2o_c + h_c --> hco3_c + nh4_c + ptrc_c,ok,ok,ok,ok,ok,ok
CBPS,2.0 atp_c + gln__L_c + h2o_c + hco3_c --> 2.0 adp_c + cbp_c + glu__L_c + 2.0 h_c + pi_c,ok,ok,ok,ok,ok,ok
CD2abcpp,atp_c + cd2_c + h2o_c --> adp_c + cd2_p + h_c + pi_c,ok,ok,ok,ok,ok,ok
CD2t3pp,cd2_c + h_p --> cd2_p + h_c,ok,ok,ok,ok,ok,ok
CD2t4pp,cd2_c + h_p + k_p --> cd2_p + h_c + k_c,ok,ok,ok,ok,ok,ok
CD2t5,cd2_c + h_p --> cd2_e + h_c,ok,ok,ok,ok,ok,ok
CD2t6,cd2_p + h_p --> cd2_e + h_c,ok,ok,ok,ok,ok,ok
CD2tex,cd2_e <=> cd2_p,ok,ok,ok,ok,ok,ok
CD2tpp,cd2_p --> cd2_c,ok,ok,ok,ok,ok,ok
CDAPPA120,cdpdddecg_c + h2o_c --> cmp_c + 2.0 h_c + pa120_c,ok,ok,ok,ok,ok,ok
CDAPPA140,cdpdtdecg_c + h2o_c --> cmp_c + 2.0 h_c + pa140_c,ok,ok,ok,ok,ok,ok
CDAPPA141,cdpdtdec7eg_c + h2o_c --> cmp_c + 2.0 h_c + pa141_c,ok,ok,ok,ok,ok,ok
CDAPPA160,cdpdhdecg_c + h2o_c --> cmp_c + 2.0 h_c + pa160_c,ok,ok,ok,ok,ok,ok
CDAPPA161,cdpdhdec9eg_c + h2o_c --> cmp_c + 2.0 h_c + pa161_c,ok,ok,ok,ok,ok,ok
CDAPPA180,cdpdodecg_c + h2o_c --> cmp_c + 2.0 h_c + pa180_c,ok,ok,ok,ok,ok,ok
CDAPPA181,cdpdodec11eg_c + h2o_c --> cmp_c + 2.0 h_c + pa181_c,ok,ok,ok,ok,ok,ok
CDDTPP,cytd_c + dttp_c <=> cmp_c + dtdp_c + h_c,ok,ok,ok,ok,ok,ok
CDGUNPD,cdigmp_c + h2o_c --> 5pg35pg_c + h_c,ok,ok,ok,ok,ok,ok
CDPMEK,4c2me_c + atp_c --> 2p4c2me_c + adp_c + h_c,ok,ok,ok,ok,ok,ok
CELASEpp,cell4_p + h2o_p --> 2.0 cellb_p,ok,ok,ok,ok,ok,ok
CELLS,h2o_c + 4.0 udpg_c --> cell4_p + 4.0 h_c + 4.0 udp_c,ok,ok,ok,ok,ok,ok
CEPA,cellb_c + pi_c <=> g1p_c + glc__D_c,ok,ok,ok,ok,ok,cellb_c
CGLYabcpp,atp_c + cgly_p + h2o_c --> adp_c + cgly_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
CHLabc,atp_c + chol_e + h2o_c --> adp_c + chol_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
CHLabcpp,atp_c + chol_p + h2o_c --> adp_c + chol_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
CHLt3pp,chol_c + h_p --> chol_p + h_c,ok,ok,ok,ok,ok,ok
CHOLD,chol_c + nad_c --> betald_c + h_c + nadh_c,ok,ok,ok,CHOLD2;CHOLD3,ok,ok
CHOLD2,chol_c + fad_c --> betald_c + fadh2_c,ok,ok,ok,CHOLD;CHOLD3,ok,ok
CHOLD3,chol_c + nadp_c --> betald_c + h_c + nadph_c,ok,ok,ok,CHOLD;CHOLD2,ok,ok
CHOLSH,chols_c + h2o_c --> chol_c + h_c + so4_c,ok,ok,ok,ok,ok,ok
CHOLS_ex,chols_e <=> chols_p,ok,ok,ok,ok,ok,only when going backwards
CHOLSabc,atp_c + chols_p + h2o_c --> adp_c + chols_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
CHORM,chor_c --> pphn_c,ok,ok,ok,ok,ok,ok
CHORS,3psme_c --> chor_c + pi_c,ok,ok,ok,ok,ok,ok
CHORt2,chor_e + h_e --> chor_c + h_c,ok,ok,ok,ok,ok,ok
CHRPL,chor_c --> 4hbz_c + pyr_c,ok,ok,ok,ok,ok,ok
CHTBSptspp,chtbs_p + pep_c --> chtbs6p_c + pyr_c,ok,ok,ok,ok,ok,ok
CHTBStex,chtbs_e <=> chtbs_p,ok,ok,ok,ok,ok,only when going backwards
CINNMCOAH,cinmcoa_c + h2o_c --> cinnm_c + coa_c + h_c,ok,ok,ok,ok,ok,ok
CINNMtex,cinnm_e <=> cinnm_p,ok,ok,ok,ok,ok,only when going forwards
CINNMtpp,cinnm_c <=> cinnm_p,ok,ok,ok,ok,ok,only when going backwards
CITL,cit_c --> ac_c + oaa_c,ok,ok,ok,ok,ok,ok
CITt14,ca2_e + cit_e + h_e --> ca2_c + cit_c + h_c,ok,ok,ok,ok,ok,ok
CITt4pp_1,cit_p + na1_p --> cit_c + na1_c,ok,ok,ok,ok,ok,ok
CITt_kt,cit_p + h_p --> cit_c + h_c,ok,ok,ok,ok,ok,ok
CITtex,cit_e <=> cit_p,ok,ok,ok,ok,ok,only when going backwards
CITtupp,cit_p --> cit_c,ok,ok,ok,ok,ok,ok
CLPNH120pp,clpn120_p + h2o_p --> h_p + pa120_p + pg120_p,ok,ok,ok,ok,ok,ok
CLPNH140pp,clpn140_p + h2o_p --> h_p + pa140_p + pg140_p,ok,ok,ok,ok,ok,ok
CLPNH141pp,clpn141_p + h2o_p --> h_p + pa141_p + pg141_p,ok,ok,ok,ok,ok,ok
CLPNH161pp,clpn161_p + h2o_p --> h_p + pa161_p + pg161_p,ok,ok,ok,ok,ok,ok
CLPNH180pp,clpn180_p + h2o_p --> h_p + pa180_p + pg180_p,ok,ok,ok,ok,ok,ok
CLPNS120pp,2.0 pg120_p <=> clpn120_p + glyc_p,ok,ok,ok,ok,ok,only when going backwards
CLPNS140pp,2.0 pg140_p <=> clpn140_p + glyc_p,ok,ok,ok,ok,ok,only when going backwards
CLPNS141pp,2.0 pg141_p <=> clpn141_p + glyc_p,ok,ok,ok,ok,ok,only when going backwards
CLPNS161pp,2.0 pg161_p <=> clpn161_p + glyc_p,ok,ok,ok,ok,ok,only when going backwards
CLPNS180pp,2.0 pg180_p <=> clpn180_p + glyc_p,ok,ok,ok,ok,ok,only when going backwards
CLt3_2pp,2.0 cl_p + h_c <-- 2.0 cl_c + h_p,ok,ok,ok,ok,ok,ok
CLtex,cl_e <=> cl_p,ok,ok,ok,ok,ok,only when going forwards
CMCBTFL,cmcbtt_c + fe3_e --> fcmcbtt_c,ok,ok,ok,ok,ok,ok
CMCBTFU,fcmcbtt_c --> cmcbtt_c + fe3_c,ok,ok,ok,ok,ok,ok
CMCMSAD,5cmhmsa_c + h2o_c + nad_c --> 5cmhm_c + 2.0 h_c + nadh_c,ok,ok,ok,ok,ok,ok
CMHMI,5cmhm_c --> 5cohe_c,ok,ok,ok,ok,ok,ok
CMt2ex,cm_c + h_p --> cm_e + h_c,ok,ok,ok,ok,ok,ok
CMt2ppi,cm_p --> cm_c,ok,ok,ok,ok,ok,ok
CMtex,cm_e <=> cm_p,ok,ok,ok,ok,ok,only when going backwards
CMtpp,cm_p + h_p --> cm_e + h_c,ok,ok,ok,ok,ok,ok
CO23OC,catechol_c + o2_c --> 2hmcnsad_c,ok,ok,ok,ok,ok,ok
CO2tex,co2_e <=> co2_p,ok,ok,ok,ok,ok,ok
CO2tpp,co2_p <=> co2_c,ok,ok,ok,ok,ok,ok
COBALT2t3pp,cobalt2_c + h_p --> cobalt2_p + h_c,ok,ok,ok,ok,ok,ok
COBALT2tex,cobalt2_e <=> cobalt2_p,ok,ok,ok,ok,ok,ok
COBALT2tpp,cobalt2_p --> cobalt2_c,ok,ok,ok,ok,ok,ok
COBALTt4pp,cobalt2_c + h_p + k_p --> cobalt2_p + h_c + k_c,ok,ok,ok,ok,ok,ok
COBALTt5,cobalt2_c <=> cobalt2_e,ok,ok,ok,ok,ok,ok
COCO2,co_c + 2.0 fdxox_c + h2o_c <=> co2_c + 2.0 fdxrd_c + 2.0 h_c,ok,ok,ok,ok,ok,ok
COabc,atp_c + cobalt2_e + h2o_c --> adp_c + cobalt2_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
COt_1,co_e <=> co_p,ok,ok,ok,ok,ok,ok
CPK1,cmp_c + ctp_c <=> 2.0 cdp_c,ok,ok,ok,ok,ok,ok
CPPPGO,cpppg3_c + 2.0 h_c + o2_c --> 2.0 co2_c + 2.0 h2o_c + pppg9_c,ok,ok,ok,ok,ok,ok
CPPPGO2,2.0 amet_c + cpppg3_c --> 2.0 co2_c + 2.0 dad_5_c + 2.0 met__L_c + pppg9_c,ok,ok,ok,ok,ok,ok
CREAT,creat_c + h2o_c --> sarcs_c + urea_c,ok,ok,ok,ok,ok,ok
CREATtex,creat_e <=> creat_p,ok,ok,ok,ok,ok,only when going backwards
CREATtpp,creat_p + h_p --> creat_c + h_c,ok,ok,ok,ok,ok,ok
CRNDH,crn_c + nad_c --> dhcrn_c + h_c + nadh_c,ok,ok,ok,ok,ok,ok
CRNDt2rpp,crn__D_p + h_p --> crn__D_c + h_c,ok,ok,ok,ok,ok,ok
CRNabcpp,atp_c + crn_p + h2o_c --> adp_c + crn_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
CRNt2rpp,crn_p + h_p --> crn_c + h_c,ok,ok,ok,ok,ok,ok
CRNt8pp,crn__D_c + crn_p --> crn__D_p + crn_c,ok,ok,ok,ok,ok,ok
CRNtex,crn_e <=> crn_p,ok,ok,ok,ok,ok,only when going backwards
CRO4abcpp,atp_c + cro4_p + h2o_c --> adp_c + cro4_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
CRO4t3,cro4_c + h_e --> cro4_e + h_c,ok,ok,ok,ok,ok,ok
CRO4t3pp,cro4_c + h_p --> cro4_p + h_c,ok,ok,ok,ok,ok,ok
CRO4tex,cro4_e <=> cro4_p,ok,ok,ok,ok,ok,ok
CS,accoa_c + h2o_c + oaa_c --> cit_c + coa_c + h_c,ok,ok,ok,ok,ok,ok
CSND,csn_c + h2o_c + h_c --> nh4_c + ura_c,ok,ok,ok,ok,ok,ok
CTBTabcpp,atp_c + ctbt_p + h2o_c --> adp_c + ctbt_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
CTBTt2rpp,ctbt_p + h_p <=> ctbt_c + h_c,ok,ok,ok,ok,ok,only when going forwards
CTECOAI6,tdecoa_c <=> td2coa_c,ok,ok,ok,ok,ok,ok
CTECOAI7,hdcoa_c <=> hdd2coa_c,ok,ok,ok,ok,ok,ok
CTECOAI8,odecoa_c <=> od2coa_c,ok,ok,ok,ok,ok,ok
CTI1,tde_2Z_coa_c <=> td2coa_c,ok,ok,ok,ok,ok,only when going backwards
CTPS1,atp_c + nh4_c + utp_c --> adp_c + ctp_c + 2.0 h_c + pi_c,ok,ok,ok,ok,ok,ok
CTPS2,atp_c + gln__L_c + h2o_c + utp_c --> adp_c + ctp_c + glu__L_c + 2.0 h_c + pi_c,ok,ok,ok,ok,ok,ok
CU2abcpp,atp_c + cu2_c + h2o_c --> adp_c + cu2_p + h_c + pi_c,ok,ok,ok,ok,ok,ok
CU2tex,cu2_e <=> cu2_p,ok,ok,ok,ok,ok,only when going forwards
CU2tonex,cu2_e + h_p --> cu2_p + h_c,ok,ok,ok,ok,ok,ok
CYANST,cyan_c + tsul_c --> h_c + so3_c + tcynt_c,ok,ok,ok,ok,ok,ok
CYANt2pp,cyan_p + h_p --> cyan_c + h_c,ok,ok,ok,ok,ok,ok
CYANtex,cyan_e <=> cyan_p,ok,ok,ok,ok,ok,only when going backwards
CYNTAH,cynt_c + 3.0 h_c + hco3_c --> 2.0 co2_c + nh4_c,ok,ok,ok,ok,ok,ok
CYNTAH_1,cynt_c + 2.0 h_c + hco3_c --> 2.0 co2_c + nh3_c,ok,ok,ok,ok,ok,ok
CYNTt2pp,cynt_p + h_p --> cynt_c + h_c,ok,ok,ok,ok,ok,ok
CYNTtex,cynt_e <=> cynt_p,ok,ok,ok,ok,ok,only when going backwards
CYO1_KT,2.0 ficytc_c + 2.0 h_c + q8h2_c --> 2.0 focytc_c + 2.0 h_p + q8_c,ok,ok,ok,ok,ok,ok
CYSDDS,cys__D_c + h2o_c --> h2s_c + nh4_c + pyr_c,ok,ok,ok,ok,ok,ok
CYSDS,cys__L_c + h2o_c --> h2s_c + nh4_c + pyr_c,ok,ok,ok,ok,ok,ok
CYSDSF,cys__L_c <=> ala__L_c + s_c,ok,ok,ok,ok,ok,ok
CYSS,acser_c + h2s_c --> ac_c + cys__L_c + h_c,ok,ok,ok,ok,ok,ok
CYSTA,akg_c + cys__L_c --> glu__L_c + mercppyr_c,ok,ok,ok,ok,ok,ok
CYSTL,cyst__L_c + h2o_c --> hcys__L_c + nh4_c + pyr_c,ok,ok,ok,ok,ok,ok
CYSabc,atp_c + cys__L_e + h2o_c --> adp_c + cys__L_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
CYSabcpp,atp_c + cys__L_p + h2o_c --> adp_c + cys__L_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
CYSt2r,cys__L_e + h_e --> cys__L_c + h_c,ok,ok,ok,ok,ok,ok
CYStpp,cys__L_c --> cys__L_p,ok,ok,ok,ok,ok,ok
CYTBD,2.0 h_c + 0.5 o2_c + q8h2_c --> h2o_c + 2.0 h_e + q8_c,ok,ok,ok,CAT;CYTBD2pp;CYTBDpp;CYTBO3_4pp;GTHPi;NADHPO;THIORDXi,ok,ok
CYTBD2pp,2.0 h_c + mql8_c + 0.5 o2_c --> h2o_c + 2.0 h_p + mqn8_c,ok,ok,ok,CAT;CYTBD;CYTBDpp;CYTBO3_4pp;GTHPi;NADHPO;THIORDXi,ok,ok
CYTBDpp,2.0 h_c + 0.5 o2_c + q8h2_c --> h2o_c + 2.0 h_p + q8_c,ok,ok,CYTBO3_4pp,CAT;CYTBD;CYTBD2pp;GTHPi;NADHPO;THIORDXi,ok,ok
CYTBO3_4pp,4.0 h_c + 0.5 o2_c + q8h2_c --> h2o_c + 4.0 h_p + q8_c,ok,ok,CYTBDpp,CAT;CYTBD;CYTBD2pp;GTHPi;NADHPO;THIORDXi,ok,ok
CYTCAA3pp,2.0 focytc_c + 2.0 h_c + 0.5 o2_c --> 2.0 ficytc_c + h2o_c + 2.0 h_p,ok,ok,CYTCBB3pp,ok,ok,ok
