reaction_id,reaction_equation,duplicate_test_exact,duplicate_test_directions,duplicate_test_coefficients,duplicate_test_redox,diphosphate_test,loop_test,dead_end_test,dilution_test,pathway
ATPHs,atp_c + h2o_c + h_c --> itp_c + nh4_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
ATPPRT,atp_c + prpp_c --> ppi_c + prbatp_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
AT_MBD2,dhlam_c + ibcoa_c <=> 2mpdhl_c + coa_c,ok,ok,ok,N/A,N/A,ok,only when going forwards,dhlam_c;2mpdhl_c,21
BDH,bhb_c + nad_c <=> acac_c + h_c + nadh_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
BGLA,cellb_c + h2o_c <=> 2.0 glc__D_c,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0
BGLA1,6pgg_c + h2o_c --> g6p_c + glc__D_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
BGLApp,cellb_p + h2o_p --> 2.0 glc__D_p,ok,ok,ok,N/A,N/A,ok,ok,ok,0
BG_CELLB,cellb_e + h2o_e --> 2.0 glc__D_e,ok,ok,ok,N/A,N/A,ok,ok,ok,0
BG_MADG,h2o_e + madg_e --> glc__D_e + meoh_e,ok,ok,ok,N/A,N/A,ok,ok,ok,0
BG_MBDG,h2o_e + mbdg_e --> glc__D_e + meoh_e,ok,ok,ok,N/A,N/A,ok,ok,ok,0
BKDA2,3mob_c + lpam_c --> 2mpdhl_c + co2_c,ok,ok,ok,N/A,N/A,ok,ok,lpam_c;2mpdhl_c,21
BKDC1,2mbdhl_c + coa_c <=> 2mbcoa_c + dhlam_c,ok,ok,ok,N/A,N/A,ok,only when going backwards,2mbdhl_c;dhlam_c,21
BMNMSHS,bmn_c + msh_c --> bmnmsh_c + 2.0 h_c,ok,ok,ok,N/A,N/A,ok,ok,msh_c;bmn_c;bmnmsh_c,28
BMNt,bmn_c <=> bmn_e,ok,ok,ok,N/A,N/A,ok,only when going forwards,bmn_c;bmn_e,28
BPNT2,h2o_c + paps_c --> aps_c + pi_c,ok,ok,ok,N/A,N/A,ok,ok,paps_c;aps_c,1
BSCT,coa_c + 4.0 h_c + sbzcoa_c <=> benzcoa_c + succoa_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
BTCOARx,btcoa_c + h_c + nadh_c --> btal_c + coa_c + nad_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
BTDD_RR,btd_RR_c + nad_c <=> actn__R_c + h_c + nadh_c,ok,ok,ok,N/A,N/A,ok,btd_RR_c,always blocked,38
BTNTe,btn_c <=> btn_e,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0
BTNt2i,btn_e + h_e --> btn_c + h_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
BUPN,cala_c + h2o_c + 2.0 h_c --> ala_B_c + co2_c + nh4_c,ok,ok,ok,N/A,N/A,ok,ok,cala_c;ala_B_c,1
BUTCT,accoa_c + but_c --> ac_c + btcoa_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
BZSCD,bzsuccoa_c + fad_c <=> fadh2_c + phitcoa_c,ok,ok,ok,N/A,N/A,ok,only when going forwards,ok,0
BZSCT,bzsucc_c + succoa_c <=> bzsuccoa_c + succ_c,ok,ok,ok,N/A,N/A,ok,only when going forwards,ok,0
BZSS,fum_c + tol_c <=> bzsucc_c,ok,ok,ok,N/A,N/A,ok,only when going forwards,ok,0
BZt,bz_e <=> bz_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
CARNabcpp,atp_c + carn_p + h2o_c --> adp_c + carn_c + h_c + pi_c,ok,ok,ok,N/A,N/A,ok,ok,carn_p;carn_c,1
CARNtex,carn_e <=> carn_p,ok,ok,ok,N/A,N/A,ok,only when going backwards,carn_e;carn_p,1
CAT,2.0 h2o2_c --> 2.0 h2o_c + o2_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
CATpp,2.0 h2o2_p --> 2.0 h2o_p + o2_p,ok,ok,ok,N/A,N/A,ok,ok,ok,0
CAt4,ca2_c + h_e --> ca2_e + h_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
CBMKr,atp_c + co2_c + nh4_c <=> adp_c + cbp_c + 2.0 h_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
CBPAH,Ncbmpts_c + 2.0 h2o_c + h_c --> hco3_c + nh4_c + ptrc_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
CBPS,2.0 atp_c + gln__L_c + h2o_c + hco3_c --> 2.0 adp_c + cbp_c + glu__L_c + 2.0 h_c + pi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
CD2abc1,atp_c + cd2_c + h2o_c --> adp_c + cd2_e + h_c + pi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
CD2t3pp,cd2_c + h_p --> cd2_p + h_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
CD2t4pp,cd2_c + h_p + k_p --> cd2_p + h_c + k_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
CD2tex,cd2_e <=> cd2_p,ok,ok,ok,N/A,N/A,ok,ok,ok,0
CD2tpp,cd2_p --> cd2_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
CDPMEK,4c2me_c + atp_c --> 2p4c2me_c + adp_c + h_c,ok,ok,ok,N/A,N/A,ok,ok,4c2me_c;2p4c2me_c,9
CELASEpp,cell4_p + h2o_p --> 2.0 cellb_p,ok,ok,ok,N/A,N/A,ok,ok,ok,0
CELBpts,cellb_e + pep_c --> 6pgg_c + pyr_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
CELBt2,cellb_e + h_e --> cellb_c + h_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
CELLBabc,atp_c + cellb_e + h2o_c --> adp_c + cellb_c + h_c + pi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
CELLBpts_2,cellb_e + 2.0 h_c + pep_c --> cellb6p_c + pyr_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
CELLS,h2o_c + 4.0 udpg_c --> cell4_p + 4.0 h_c + 4.0 udp_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
CGLYabcpp,atp_c + cgly_p + h2o_c --> adp_c + cgly_c + h_c + pi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
CHLP,cholp_c + h2o_c --> chol_c + pi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
CHLabc,atp_c + chol_e + h2o_c --> adp_c + chol_c + h_c + pi_c,ok,ok,CHLabc_rev,N/A,N/A,ok,ok,ok,0
CHLabc_rev,atp_c + chol_c + h2o_c --> adp_c + chol_e + h_c + pi_c,ok,ok,CHLabc,N/A,N/A,ok,ok,ok,0
CHLabcpp,atp_c + chol_p + h2o_c --> adp_c + chol_c + h_c + pi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
CHLt2,chol_e + h_e --> chol_c + h_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
CHLtex,chol_e <=> chol_p,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0
CHOLK,atp_c + chol_c --> adp_c + cholp_c + h_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
CHOLt4ipp,chol_p + na1_p --> chol_c + na1_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
CHORM,chor_c --> pphn_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
CHORS,3psme_c --> chor_c + pi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
CIGAMS,atp_c + cys__L_c + igam_c --> amp_c + cigam_c + 2.0 h_c + ppi_c,ok,ok,ok,N/A,N/A,ok,ok,igam_c;cigam_c,28
CITL,cit_c --> ac_c + oaa_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
CITt14,ca2_e + cit_e + h_e --> ca2_c + cit_c + h_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
CITt_kt,cit_p + h_p --> cit_c + h_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
CITtex,cit_e <=> cit_p,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0
CLPNH140pp,clpn140_p + h2o_p --> h_p + pa140_p + pg140_p,ok,ok,ok,N/A,N/A,ok,ok,clpn140_p;pa140_p;pg140_p,30
CLPNH160pp,clpn160_p + h2o_p --> h_p + pa160_p + pg160_p,ok,ok,ok,N/A,N/A,ok,ok,ok,0
CLPNH161pp,clpn161_p + h2o_p --> h_p + pa161_p + pg161_p,ok,ok,ok,N/A,N/A,ok,ok,ok,0
CLPNH180pp,clpn180_p + h2o_p --> h_p + pa180_p + pg180_p,ok,ok,ok,N/A,N/A,ok,ok,ok,0
CLPNH181pp,clpn181_p + h2o_p --> h_p + pa181_p + pg181_p,ok,ok,ok,N/A,N/A,ok,ok,clpn181_p;pa181_p;pg181_p,19
CLPNS140pp,2.0 pg140_p <=> clpn140_p + glyc_p,ok,ok,ok,N/A,N/A,ok,only when going backwards,pg140_p;clpn140_p,30
CLPNS160pp,2.0 pg160_p <=> clpn160_p + glyc_p,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0
CLPNS161pp,2.0 pg161_p <=> clpn161_p + glyc_p,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0
CLPNS180pp,2.0 pg180_p <=> clpn180_p + glyc_p,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0
CLPNS181pp,2.0 pg181_p <=> clpn181_p + glyc_p,ok,ok,ok,N/A,N/A,ok,only when going backwards,pg181_p;clpn181_p,19
CLt3_2pp,2.0 cl_p + h_c <-- 2.0 cl_c + h_p,ok,ok,ok,N/A,N/A,ok,ok,ok,0
CLtex,cl_e <=> cl_p,ok,ok,ok,N/A,N/A,in loop,ok,ok,0
CLtipp,cl_p --> cl_c,ok,ok,ok,N/A,N/A,in loop,ok,ok,0
CMCBTFL,cmcbtt_c + fe3_e --> fcmcbtt_c,ok,ok,ok,N/A,N/A,in loop,ok,ok,0
CMCBTFU,fcmcbtt_c --> cmcbtt_c + fe3_c,ok,ok,ok,N/A,N/A,in loop,ok,ok,0
CMCBTFtex,cmcbtt_p + h_p --> cmcbtt_e + h_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
CMCBTFtpp,cmcbtt_c + h_p --> cmcbtt_p + h_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
CMPDAi,cmp_c + h2o_c + h_c --> nh4_c + ump_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
CMPtex,cmp_e <=> cmp_p,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0
CO2t,co2_e <=> co2_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
COBALT2abcpp,atp_c + cobalt2_c + h2o_c --> adp_c + cobalt2_p + h_c + pi_c,ok,ok,Cobalt2abcppI,N/A,N/A,ok,ok,ok,0
COBALT2t3pp,cobalt2_c + h_p --> cobalt2_p + h_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
COBALT2tpp,cobalt2_p --> cobalt2_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
COBALTt4pp,cobalt2_c + h_p + k_p --> cobalt2_p + h_c + k_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
COBALTt5,cobalt2_c <=> cobalt2_e,ok,ok,ok,N/A,N/A,ok,ok,ok,0
COCO2,co_c + 2.0 fdxox_c + h2o_c <=> co2_c + 2.0 fdxrd_c + 2.0 h_c,ok,ok,ok,N/A,N/A,ok,ok,co_c;fdxox_c;fdxrd_c,9
COabc,atp_c + cobalt2_e + h2o_c --> adp_c + cobalt2_c + h_c + pi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
COt_1,co_e <=> co_p,ok,ok,ok,N/A,N/A,ok,ok,co_e;co_p,9
CPPPGO,cpppg3_c + 2.0 h_c + o2_c --> 2.0 co2_c + 2.0 h2o_c + pppg9_c,ok,ok,ok,N/A,N/A,ok,ok,cpppg3_c;pppg9_c,13
CPPPGO2,2.0 amet_c + cpppg3_c --> 2.0 co2_c + 2.0 dad_5_c + 2.0 met__L_c + pppg9_c,ok,ok,ok,N/A,N/A,ok,ok,cpppg3_c;dad_5_c;pppg9_c,13
CREAT,creat_c + h2o_c --> sarcs_c + urea_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
CREATtex,creat_e <=> creat_p,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0
CREATtpp,creat_p + h_p --> creat_c + h_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
CRO4abcpp,atp_c + cro4_p + h2o_c --> adp_c + cro4_c + h_c + pi_c,ok,ok,ok,N/A,N/A,ok,ok,cro4_p;cro4_c,3
CRO4t3pp,cro4_c + h_p --> cro4_p + h_c,ok,ok,ok,N/A,N/A,ok,ok,cro4_c;cro4_p,3
CS,accoa_c + h2o_c + oaa_c --> cit_c + coa_c + h_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
CSND,csn_c + h2o_c + h_c --> nh4_c + ura_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
CSND_1,csn_c + h2o_c --> nh3_c + ura_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
CSNt2,csn_e + h_e --> csn_c + h_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
CTBTabcpp,atp_c + ctbt_p + h2o_c --> adp_c + ctbt_c + h_c + pi_c,ok,ok,ok,N/A,N/A,ok,ok,ctbt_p;ctbt_c,33
CTBTt2rpp,ctbt_p + h_p <=> ctbt_c + h_c,ok,ok,ok,N/A,N/A,ok,only when going forwards,ctbt_p;ctbt_c,33
CTECOAI6,tdecoa_c <=> td2coa_c,ok,ok,ok,N/A,N/A,in loop,ok,ok,0
CTECOAI7,hdcoa_c <=> hdd2coa_c,ok,ok,ok,N/A,N/A,in loop,ok,ok,0
CTECOAI8,odecoa_c <=> od2coa_c,ok,ok,ok,N/A,N/A,in loop,ok,ok,0
CTPS1,atp_c + nh4_c + utp_c --> adp_c + ctp_c + 2.0 h_c + pi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
CTPS2,atp_c + gln__L_c + h2o_c + utp_c --> adp_c + ctp_c + glu__L_c + 2.0 h_c + pi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
CU2t4pp,cu2_c + h_p + k_p --> cu2_p + h_c + k_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
CUabcpp,atp_c + cu2_p + h2o_c --> adp_c + cu2_c + h_c + pi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
CYANST,cyan_c + tsul_c --> h_c + so3_c + tcynt_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
CYANt2pp,cyan_p + h_p --> cyan_c + h_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
CYANtex,cyan_e <=> cyan_p,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0
CYO1b,2.0 focytc_c + 0.5 o2_c --> 2.0 ficytc_c + h2o_c,ok,ok,ok,N/A,N/A,ok,ok,focytc_c;ficytc_c,39
CYSS,acser_c + h2s_c --> ac_c + cys__L_c + h_c,CYSS_2,ok,ok,N/A,N/A,ok,ok,ok,0
CYSS_2,acser_c + h2s_c --> ac_c + cys__L_c + h_c,CYSS,ok,ok,N/A,N/A,ok,ok,ok,0
CYSTA,akg_c + cys__L_c --> glu__L_c + mercppyr_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
CYSTL,cyst__L_c + h2o_c --> hcys__L_c + nh4_c + pyr_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
CYSTS,hcys__L_c + ser__L_c --> cyst__L_c + h2o_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
CYSabc,atp_c + cys__L_e + h2o_c --> adp_c + cys__L_c + h_c + pi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
CYSabc2pp,atp_c + cys__L_c + h2o_c --> adp_c + cys__L_p + h_c + pi_c,ok,ok,CYSabcpp,N/A,N/A,ok,ok,ok,0
CYSabcpp,atp_c + cys__L_p + h2o_c --> adp_c + cys__L_c + h_c + pi_c,ok,ok,CYSabc2pp,N/A,N/A,ok,ok,ok,0
CYStex,cys__L_e <=> cys__L_p,ok,ok,ok,N/A,N/A,ok,ok,ok,0
CYStpp,cys__L_c --> cys__L_p,ok,ok,ok,N/A,N/A,ok,ok,ok,0
CYTBD,2.0 h_c + 0.5 o2_c + q8h2_c --> h2o_c + 2.0 h_e + q8_c,ok,ok,ok,N/A,N/A,ok,ok,q8h2_c;q8_c,15
CYTBD2,2.0 h_c + mql8_c + 0.5 o2_c --> h2o_c + 2.0 h_e + mqn8_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
CYTBD2pp,2.0 h_c + mql8_c + 0.5 o2_c --> h2o_c + 2.0 h_p + mqn8_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
CYTB_B2,2.0 h_c + mql7_c + 0.5 o2_c --> h2o_c + 2.0 h_e + mqn7_c,ok,ok,ok,N/A,N/A,ok,ok,mql7_c;mqn7_c,10
CYTD,cytd_c + h2o_c + h_c --> nh4_c + uri_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
CYTDH,cytd_c + h2o_c --> csn_c + rib__D_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
CYTDt2pp,cytd_p + h_p --> cytd_c + h_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
CYTK1,atp_c + cmp_c <=> adp_c + cdp_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
CYTK2,atp_c + dcmp_c <=> adp_c + dcdp_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
CYTOM,amet_c + csn_c <=> 5mcsn_c + ahcys_c + h_c,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0
Clt,cl_e <=> cl_c,ok,ok,ok,N/A,N/A,in loop,ok,ok,0
Cobalt2abcppI,atp_c + cobalt2_p + h2o_c --> adp_c + cobalt2_c + h_c + pi_c,ok,ok,COBALT2abcpp,N/A,N/A,ok,ok,ok,0
Cotpp,co_p <=> co_c,ok,ok,ok,N/A,N/A,ok,ok,co_p;co_c,9
Cuabc,atp_c + cu2_e + h2o_c --> adp_c + cu2_c + h_c + pi_c,ok,ok,Cut1,N/A,N/A,ok,ok,ok,0
Cut1,atp_c + cu2_c + h2o_c --> adp_c + cu2_e + h_c + pi_c,ok,ok,Cuabc,N/A,N/A,ok,ok,ok,0
D5KGK,atp_c + d5kg_c --> adp_c + d5kgp_c + h_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
D5KGPA,d5kgp_c --> dhap_c + msa_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
DABAAT2,24dab_c + akg_c + h_c <=> aspsa_c + glu__L_c,ok,ok,ok,N/A,N/A,ok,24dab_c,always blocked,37
DADK,atp_c + damp_c <=> adp_c + dadp_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
DADNt2,dad_2_e + h_e --> dad_2_c + h_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
DAGK120,12dgr120_c + atp_c --> adp_c + h_c + pa120_c,ok,ok,ok,N/A,N/A,ok,ok,12dgr120_c;pa120_c,32
DAGK140,12dgr140_c + atp_c --> adp_c + h_c + pa140_c,ok,ok,ok,N/A,N/A,ok,ok,12dgr140_c;pa140_c,30
DAGK141,12dgr141_c + atp_c --> adp_c + h_c + pa141_c,ok,ok,ok,N/A,N/A,ok,ok,12dgr141_c;pa141_c,18
DAGK160,12dgr160_c + atp_c --> adp_c + h_c + pa160_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
DAGK161,12dgr161_c + atp_c --> adp_c + h_c + pa161_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
DAGK180,12dgr180_c + atp_c --> adp_c + h_c + pa180_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
DAGK181,12dgr181_c + atp_c --> adp_c + h_c + pa181_c,ok,ok,ok,N/A,N/A,ok,ok,12dgr181_c;pa181_c,19
DALAabcpp,ala__D_p + atp_c + h2o_c --> adp_c + ala__D_c + h_c + pi_c,ok,ok,ok,N/A,N/A,ok,ok,ala__D_p;ala__D_c,1
DAPDC,26dap__M_c + h_c --> co2_c + lys__L_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
DAPE,26dap_LL_c <=> 26dap__M_c,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0
DARBt3ipp,arab__D_c + h_p --> arab__D_p + h_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
DARBtex,arab__D_e <=> arab__D_p,ok,ok,ok,N/A,N/A,ok,only when going forwards,ok,0
DASYN140,ctp_c + h_c + pa140_c --> cdpdtdecg_c + ppi_c,ok,ok,ok,N/A,N/A,ok,ok,pa140_c;cdpdtdecg_c,30
DASYN160,ctp_c + h_c + pa160_c --> cdpdhdecg_c + ppi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
DASYN161,ctp_c + h_c + pa161_c --> cdpdhdec9eg_c + ppi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
DASYN180,ctp_c + h_c + pa180_c --> cdpdodecg_c + ppi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
DASYN181,ctp_c + h_c + pa181_c --> cdpdodec11eg_c + ppi_c,ok,ok,ok,N/A,N/A,ok,ok,pa181_c;cdpdodec11eg_c,19
DATPHs,datp_c + h2o_c + h_c --> ditp_c + nh4_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
DB4PS,ru5p__D_c --> db4p_c + for_c + h_c,ok,ok,ok,N/A,N/A,ok,ok,db4p_c,40
DCAtex,dca_e <=> dca_p,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0
DCMPDA,dcmp_c + h2o_c + h_c --> dump_c + nh4_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
DCTPD,dctp_c + h2o_c + h_c --> dutp_c + nh4_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
DCTPD2,ctp_c + h2o_c + h_c --> nh4_c + utp_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
DDGALK,2dh3dgal_c + atp_c --> 2dh3dgal6p_c + adp_c + h_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
DDGLK,2ddglcn_c + atp_c --> 2ddg6p_c + adp_c + h_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
DDPA,e4p_c + h2o_c + pep_c --> 2dda7p_c + pi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
DDPGA,4h2oglt_c <=> glx_c + pyr_c,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0
DDPGALA,2dh3dgal6p_c <=> g3p_c + pyr_c,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0
DESATPG160,2.0 h_c + 2.0 nadph_c + 2.0 o2_c + pg160_c --> 4.0 h2o_c + 2.0 nadp_c + pg161_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
DGK1,atp_c + dgmp_c <=> adp_c + dgdp_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
DGNSK_1,atp_c + dgsn_c --> adp_c + dgmp_c + h_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
DHACOAH,23dhacoa_c + h2o_c <=> 3hadpcoa_c,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0
DHAD1,23dhmb_c --> 3mob_c + h2o_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
DHAD2,23dhmp_c --> 3mop_c + h2o_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
DHAK,atp_c + dha_c --> adp_c + dhap_c + h_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
DHAPT,dha_c + pep_c --> dhap_c + pyr_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
DHBS,23dhb_c + atp_c + h_c --> 23dhba_c + ppi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
DHBSH_1,23dhbzs_c + h2o_c --> 23dhb_c + ser__L_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
DHBSZ3FEabcpp,atp_c + fe3dhbzs3_p + h2o_c --> adp_c + fe3dhbzs3_c + h_c + pi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
DHBSZ3FEtonex,fe3dhbzs3_e + h_p --> fe3dhbzs3_p + h_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
DHBZS2H,23dhbzs2_c + h2o_c --> 2.0 23dhbzs_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
DHBZS3H,23dhbzs3_c + h2o_c --> 23dhbzs2_c + 23dhbzs_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
DHDPRy,23dhdp_c + h_c + nadph_c --> nadp_c + thdp_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
DHDPS,aspsa_c + pyr_c --> 23dhdp_c + 2.0 h2o_c + h_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
DHFR,dhf_c + h_c + nadph_c <=> nadp_c + thf_c,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0
DHFS,atp_c + dhpt_c + glu__L_c --> adp_c + dhf_c + h_c + pi_c,ok,ok,ok,N/A,N/A,ok,ok,dhpt_c,7
DHNAOT,dhna_c + octdp_c --> 2dmmq8_c + co2_c + h_c + ppi_c,ok,ok,ok,N/A,N/A,ok,ok,dhna_c;octdp_c,27
DHNPA2r,dhnpt_c <=> 6hmhpt_c + gcald_c,ok,ok,ok,N/A,N/A,ok,only when going backwards,dhnpt_c;6hmhpt_c,7
DHNPA_1,dhnpt_c --> 2ahhmp_c + gcald_c,ok,ok,ok,N/A,N/A,ok,ok,dhnpt_c;2ahhmp_c,7
DHORD2,dhor__S_c + q8_c --> orot_c + q8h2_c,ok,ok,ok,N/A,N/A,ok,ok,q8_c;q8h2_c,15
DHORDi,dhor__S_c + o2_c --> h2o2_c + orot_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
DHORTS,dhor__S_c + h2o_c <=> cbasp_c + h_c,ok,ok,ok,N/A,N/A,ok,only when going forwards,ok,0
DHPM1,56dura_c + h2o_c --> cala_c + h_c,ok,ok,ok,N/A,N/A,ok,ok,56dura_c;cala_c,1
DHPPDA,25dhpp_c + h2o_c + h_c --> 5apru_c + nh4_c,ok,ok,ok,N/A,N/A,ok,ok,25dhpp_c;5apru_c,40
DHPPDA2,25drapp_c + h2o_c + h_c --> 5apru_c + nh4_c,ok,ok,ok,N/A,N/A,ok,ok,25drapp_c;5apru_c,40
DHPS2,4abz_c + 6hmhptpp_c --> dhpt_c + ppi_c,ok,ok,ok,N/A,N/A,ok,ok,4abz_c;6hmhptpp_c;dhpt_c,7
DHPt,dhptd_c --> dhptd_e,ok,ok,ok,N/A,N/A,ok,ok,ok,0
DHQS,2dda7p_c --> 3dhq_c + pi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
DHQTi,3dhq_c --> 3dhsk_c + h2o_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
DIPEPabc1,ala_L_asp__L_e + atp_c + h2o_c --> adp_c + ala_L_asp__L_c + h_c + pi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
DIPEPabc10,atp_c + gly_glu__L_e + h2o_c --> adp_c + gly_glu__L_c + h_c + pi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
DIPEPabc12,atp_c + h2o_c + met_L_ala__L_e --> adp_c + h_c + met_L_ala__L_c + pi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
DIPEPabc13,atp_c + gly_asp__L_e + h2o_c --> adp_c + gly_asp__L_c + h_c + pi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
DIPEPabc14,atp_c + gly_pro__L_e + h2o_c --> adp_c + gly_pro__L_c + h_c + pi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0
